#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2011 02 08 06 00 00 1 4718.879
2011 02 08 06 15 00 1 4718.846
2011 02 08 06 30 00 1 4718.818
2011 02 08 06 45 00 1 4718.799
2011 02 08 07 00 00 1 4718.784
2011 02 08 07 15 00 1 4718.779
2011 02 08 07 30 00 1 4718.780
2011 02 08 07 45 00 1 4718.787
2011 02 08 08 00 00 1 4718.804
2011 02 08 08 15 00 1 4718.826
2011 02 08 08 30 00 1 4718.854
2011 02 08 08 45 00 1 4718.891
2011 02 08 09 00 00 1 4718.930
2011 02 08 09 15 00 1 4718.980
2011 02 08 09 30 00 1 4719.033
2011 02 08 09 45 00 1 4719.090
2011 02 08 10 00 00 1 4719.151
2011 02 08 10 15 00 1 4719.210
2011 02 08 10 30 00 1 4719.274
2011 02 08 10 45 00 1 4719.336
2011 02 08 11 00 00 1 4719.398
2011 02 08 11 15 00 1 4719.460
2011 02 08 11 30 00 1 4719.516
2011 02 08 11 45 00 1 4719.575
2011 02 08 12 00 00 1 4719.626
2011 02 08 12 15 00 1 4719.677
2011 02 08 12 30 00 1 4719.723
2011 02 08 12 45 00 1 4719.759
2011 02 08 13 00 00 1 4719.791
2011 02 08 13 15 00 1 4719.816
2011 02 08 13 30 00 1 4719.832
2011 02 08 13 45 00 1 4719.844
2011 02 08 14 00 00 1 4719.848
2011 02 08 14 15 00 1 4719.842
2011 02 08 14 30 00 1 4719.832
2011 02 08 14 45 00 1 4719.813
2011 02 08 15 00 00 1 4719.791
2011 02 08 15 15 00 1 4719.763
2011 02 08 15 30 00 1 4719.727
2011 02 08 15 45 00 1 4719.685
2011 02 08 16 00 00 1 4719.639
2011 02 08 16 15 00 1 4719.588
2011 02 08 16 30 00 1 4719.535
2011 02 08 16 45 00 1 4719.480
2011 02 08 17 00 00 1 4719.421
2011 02 08 17 15 00 1 4719.362
2011 02 08 17 30 00 1 4719.298
2011 02 08 17 45 00 1 4719.245
2011 02 08 18 00 00 1 4719.190
2011 02 08 18 15 00 1 4719.138
2011 02 08 18 30 00 1 4719.093
2011 02 08 18 45 00 1 4719.047
2011 02 08 19 00 00 1 4719.008
2011 02 08 19 15 00 1 4718.977
2011 02 08 19 30 00 1 4718.949
2011 02 08 19 45 00 1 4718.929
2011 02 08 20 00 00 1 4718.908
2011 02 08 20 15 00 1 4718.896
2011 02 08 20 30 00 1 4718.890
2011 02 08 20 45 00 1 4718.895
2011 02 08 21 00 00 1 4718.901
2011 02 08 21 15 00 1 4718.916
2011 02 08 21 30 00 1 4718.930
2011 02 08 21 45 00 1 4718.954
2011 02 08 22 00 00 1 4718.980
2011 02 08 22 15 00 1 4719.006
2011 02 08 22 30 00 1 4719.035
2011 02 08 22 45 00 1 4719.068
2011 02 08 23 00 00 1 4719.101
2011 02 08 23 15 00 1 4719.140
2011 02 08 23 30 00 1 4719.178
2011 02 08 23 45 00 1 4719.214
2011 02 09 00 00 00 1 4719.248
2011 02 09 00 15 00 1 4719.278
2011 02 09 00 30 00 1 4719.310
2011 02 09 00 45 00 1 4719.335
2011 02 09 01 00 00 1 4719.356
2011 02 09 01 15 00 1 4719.379
2011 02 09 01 30 00 1 4719.393
2011 02 09 01 45 00 1 4719.402
2011 02 09 02 00 00 1 4719.408
2011 02 09 02 15 00 1 4719.408
2011 02 09 02 30 00 1 4719.400
2011 02 09 02 45 00 1 4719.392
2011 02 09 03 00 00 1 4719.377
2011 02 09 03 15 00 1 4719.362
2011 02 09 03 30 00 1 4719.340
2011 02 09 03 45 00 1 4719.312
2011 02 09 04 00 00 1 4719.283
2011 02 09 04 15 00 1 4719.254
2011 02 09 04 30 00 1 4719.218
2011 02 09 04 45 00 1 4719.183
2011 02 09 05 00 00 1 4719.149
2011 02 09 05 15 00 1 4719.113
2011 02 09 05 30 00 1 4719.082
2011 02 09 05 45 00 1 4719.050
2011 02 09 06 00 00 1 4719.021
2011 02 09 06 15 00 1 4718.992
2011 02 09 06 30 00 1 4718.970
2011 02 09 06 45 00 1 4718.950
2011 02 09 07 00 00 1 4718.935
2011 02 09 07 15 00 1 4718.926
2011 02 09 07 30 00 1 4718.916
2011 02 09 07 45 00 1 4718.916
2011 02 09 08 00 00 1 4718.923
2011 02 09 08 15 00 1 4718.935
2011 02 09 08 30 00 1 4718.955
2011 02 09 08 45 00 1 4718.978
2011 02 09 09 00 00 1 4719.006
2011 02 09 09 15 00 1 4719.041
2011 02 09 09 30 00 1 4719.078
