#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2011 02 08 06 00 00 1 4513.861
2011 02 08 06 15 00 1 4513.829
2011 02 08 06 30 00 1 4513.806
2011 02 08 06 45 00 1 4513.788
2011 02 08 07 00 00 1 4513.781
2011 02 08 07 15 00 1 4513.788
2011 02 08 07 30 00 1 4513.808
2011 02 08 07 45 00 1 4513.836
2011 02 08 08 00 00 1 4513.875
2011 02 08 08 15 00 1 4513.924
2011 02 08 08 30 00 1 4513.979
2011 02 08 08 45 00 1 4514.049
2011 02 08 09 00 00 1 4514.119
2011 02 08 09 15 00 1 4514.198
2011 02 08 09 30 00 1 4514.282
2011 02 08 09 45 00 1 4514.369
2011 02 08 10 00 00 1 4514.456
2011 02 08 10 15 00 1 4514.548
2011 02 08 10 30 00 1 4514.641
2011 02 08 10 45 00 1 4514.732
2011 02 08 11 00 00 1 4514.815
2011 02 08 11 15 00 1 4514.898
2011 02 08 11 30 00 1 4514.974
2011 02 08 11 45 00 1 4515.048
2011 02 08 12 00 00 1 4515.111
2011 02 08 12 15 00 1 4515.167
2011 02 08 12 30 00 1 4515.213
2011 02 08 12 45 00 1 4515.251
2011 02 08 13 00 00 1 4515.276
2011 02 08 13 15 00 1 4515.295
2011 02 08 13 30 00 1 4515.298
2011 02 08 13 45 00 1 4515.288
2011 02 08 14 00 00 1 4515.275
2011 02 08 14 15 00 1 4515.246
2011 02 08 14 30 00 1 4515.206
2011 02 08 14 45 00 1 4515.160
2011 02 08 15 00 00 1 4515.104
2011 02 08 15 15 00 1 4515.043
2011 02 08 15 30 00 1 4514.973
2011 02 08 15 45 00 1 4514.898
2011 02 08 16 00 00 1 4514.819
2011 02 08 16 15 00 1 4514.735
2011 02 08 16 30 00 1 4514.650
2011 02 08 16 45 00 1 4514.565
2011 02 08 17 00 00 1 4514.482
2011 02 08 17 15 00 1 4514.394
2011 02 08 17 30 00 1 4514.315
2011 02 08 17 45 00 1 4514.240
2011 02 08 18 00 00 1 4514.170
2011 02 08 18 15 00 1 4514.104
2011 02 08 18 30 00 1 4514.053
2011 02 08 18 45 00 1 4514.007
2011 02 08 19 00 00 1 4513.970
2011 02 08 19 15 00 1 4513.940
2011 02 08 19 30 00 1 4513.920
2011 02 08 19 45 00 1 4513.910
2011 02 08 20 00 00 1 4513.906
2011 02 08 20 15 00 1 4513.915
2011 02 08 20 30 00 1 4513.931
2011 02 08 20 45 00 1 4513.956
2011 02 08 21 00 00 1 4513.989
2011 02 08 21 15 00 1 4514.030
2011 02 08 21 30 00 1 4514.075
2011 02 08 21 45 00 1 4514.126
2011 02 08 22 00 00 1 4514.179
2011 02 08 22 15 00 1 4514.234
2011 02 08 22 30 00 1 4514.294
2011 02 08 22 45 00 1 4514.354
2011 02 08 23 00 00 1 4514.417
2011 02 08 23 15 00 1 4514.477
2011 02 08 23 30 00 1 4514.532
2011 02 08 23 45 00 1 4514.588
2011 02 09 00 00 00 1 4514.638
2011 02 09 00 15 00 1 4514.682
2011 02 09 00 30 00 1 4514.721
2011 02 09 00 45 00 1 4514.752
2011 02 09 01 00 00 1 4514.777
2011 02 09 01 15 00 1 4514.793
2011 02 09 01 30 00 1 4514.802
2011 02 09 01 45 00 1 4514.801
2011 02 09 02 00 00 1 4514.795
2011 02 09 02 15 00 1 4514.777
2011 02 09 02 30 00 1 4514.758
2011 02 09 02 45 00 1 4514.728
2011 02 09 03 00 00 1 4514.695
2011 02 09 03 15 00 1 4514.652
2011 02 09 03 30 00 1 4514.607
2011 02 09 03 45 00 1 4514.555
2011 02 09 04 00 00 1 4514.499
2011 02 09 04 15 00 1 4514.441
2011 02 09 04 30 00 1 4514.382
2011 02 09 04 45 00 1 4514.320
2011 02 09 05 00 00 1 4514.266
2011 02 09 05 15 00 1 4514.210
2011 02 09 05 30 00 1 4514.156
2011 02 09 05 45 00 1 4514.108
2011 02 09 06 00 00 1 4514.065
2011 02 09 06 15 00 1 4514.029
2011 02 09 06 30 00 1 4513.996
2011 02 09 06 45 00 1 4513.974
2011 02 09 07 00 00 1 4513.956
2011 02 09 07 15 00 1 4513.951
2011 02 09 07 30 00 1 4513.954
2011 02 09 07 45 00 1 4513.964
2011 02 09 08 00 00 1 4513.985
2011 02 09 08 15 00 1 4514.010
2011 02 09 08 30 00 1 4514.050
2011 02 09 08 45 00 1 4514.094
2011 02 09 09 00 00 1 4514.146
2011 02 09 09 15 00 1 4514.205
2011 02 09 09 30 00 1 4514.272
2011 02 09 09 45 00 1 4514.340
2011 02 09 10 00 00 1 4514.415
2011 02 09 10 15 00 1 4514.490
2011 02 09 10 30 00 1 4514.570
2011 02 09 10 45 00 1 4514.651
2011 02 09 11 00 00 1 4514.730
2011 02 09 11 15 00 1 4514.808
2011 02 09 11 30 00 1 4514.884
2011 02 09 11 45 00 1 4514.956
2011 02 09 12 00 00 1 4515.026
2011 02 09 12 15 00 1 4515.089
2011 02 09 12 30 00 1 4515.143
2011 02 09 12 45 00 1 4515.192
2011 02 09 13 00 00 1 4515.230
2011 02 09 13 15 00 1 4515.262
2011 02 09 13 30 00 1 4515.284
2011 02 09 13 45 00 1 4515.296
2011 02 09 14 00 00 1 4515.297
2011 02 09 14 15 00 1 4515.289
2011 02 09 14 30 00 1 4515.275
2011 02 09 14 45 00 1 4515.248
2011 02 09 15 00 00 1 4515.215
2011 02 09 15 15 00 1 4515.173
2011 02 09 15 30 00 1 4515.122
2011 02 09 15 45 00 1 4515.065
2011 02 09 16 00 00 1 4514.999
2011 02 09 16 15 00 1 4514.929
2011 02 09 16 30 00 1 4514.852
2011 02 09 16 45 00 1 4514.773
2011 02 09 17 00 00 1 4514.694
2011 02 09 17 15 00 1 4514.611
2011 02 09 17 30 00 1 4514.531
2011 02 09 17 45 00 1 4514.450
2011 02 09 18 00 00 1 4514.372
2011 02 09 18 15 00 1 4514.299
2011 02 09 18 30 00 1 4514.229
