station_id,timestamp_utc,height_m
46403,2011-06-01T00:00:00+00:00,4514.816
46403,2011-06-01T00:15:00+00:00,4514.780
46403,2011-06-01T00:30:00+00:00,4514.736
46403,2011-06-01T00:45:00+00:00,4514.695
46403,2011-06-01T01:00:00+00:00,4514.652
46403,2011-06-01T01:15:00+00:00,4514.606
46403,2011-06-01T01:30:00+00:00,4514.563
46403,2011-06-01T01:45:00+00:00,4514.518
46403,2011-06-01T02:00:00+00:00,4514.478
46403,2011-06-01T02:15:00+00:00,4514.444
46403,2011-06-01T02:30:00+00:00,4514.417
46403,2011-06-01T02:45:00+00:00,4514.393
46403,2011-06-01T03:00:00+00:00,4514.379
46403,2011-06-01T03:15:00+00:00,4514.367
46403,2011-06-01T03:30:00+00:00,4514.365
46403,2011-06-01T03:45:00+00:00,4514.372
46403,2011-06-01T04:00:00+00:00,4514.387
46403,2011-06-01T04:15:00+00:00,4514.413
46403,2011-06-01T04:30:00+00:00,4514.446
46403,2011-06-01T04:45:00+00:00,4514.485
46403,2011-06-01T05:00:00+00:00,4514.537
46403,2011-06-01T05:15:00+00:00,4514.594
46403,2011-06-01T05:30:00+00:00,4514.657
46403,2011-06-01T05:45:00+00:00,4514.720
46403,2011-06-01T06:00:00+00:00,4514.791
46403,2011-06-01T06:15:00+00:00,4514.868
46403,2011-06-01T06:30:00+00:00,4514.944
46403,2011-06-01T06:45:00+00:00,4515.022
46403,2011-06-01T07:00:00+00:00,4515.099
46403,2011-06-01T07:15:00+00:00,4515.172
46403,2011-06-01T07:30:00+00:00,4515.246
46403,2011-06-01T07:45:00+00:00,4515.309
46403,2011-06-01T08:00:00+00:00,4515.368
46403,2011-06-01T08:15:00+00:00,4515.419
46403,2011-06-01T08:30:00+00:00,4515.461
46403,2011-06-01T08:45:00+00:00,4515.496
46403,2011-06-01T09:00:00+00:00,4515.519
46403,2011-06-01T09:15:00+00:00,4515.531
46403,2011-06-01T09:30:00+00:00,4515.527
46403,2011-06-01T09:45:00+00:00,4515.516
46403,2011-06-01T10:00:00+00:00,4515.488
46403,2011-06-01T10:15:00+00:00,4515.449
46403,2011-06-01T10:30:00+00:00,4515.398
46403,2011-06-01T10:45:00+00:00,4515.331
46403,2011-06-01T11:00:00+00:00,4515.255
46403,2011-06-01T11:15:00+00:00,4515.168
46403,2011-06-01T11:30:00+00:00,4515.071
46403,2011-06-01T11:45:00+00:00,4514.969
46403,2011-06-01T12:00:00+00:00,4514.856
46403,2011-06-01T12:15:00+00:00,4514.737
46403,2011-06-01T12:30:00+00:00,4514.614
46403,2011-06-01T12:45:00+00:00,4514.486
46403,2011-06-01T13:00:00+00:00,4514.355
46403,2011-06-01T13:15:00+00:00,4514.225
46403,2011-06-01T13:30:00+00:00,4514.097
46403,2011-06-01T13:45:00+00:00,4513.970
46403,2011-06-01T14:00:00+00:00,4513.850
46403,2011-06-01T14:15:00+00:00,4513.733
46403,2011-06-01T14:30:00+00:00,4513.624
46403,2011-06-01T14:45:00+00:00,4513.525
46403,2011-06-01T15:00:00+00:00,4513.436
46403,2011-06-01T15:15:00+00:00,4513.355
46403,2011-06-01T15:30:00+00:00,4513.289
46403,2011-06-01T15:45:00+00:00,4513.232
46403,2011-06-01T16:00:00+00:00,4513.190
46403,2011-06-01T16:15:00+00:00,4513.158
46403,2011-06-01T16:30:00+00:00,4513.144
46403,2011-06-01T16:45:00+00:00,4513.142
46403,2011-06-01T17:00:00+00:00,4513.152
46403,2011-06-01T17:15:00+00:00,4513.178
46403,2011-06-01T17:30:00+00:00,4513.216
46403,2011-06-01T17:45:00+00:00,4513.268
46403,2011-06-01T18:00:00+00:00,4513.332
46403,2011-06-01T18:15:00+00:00,4513.410
46403,2011-06-01T18:30:00+00:00,4513.491
46403,2011-06-01T18:45:00+00:00,4513.582
46403,2011-06-01T19:00:00+00:00,4513.678
46403,2011-06-01T19:15:00+00:00,4513.776
46403,2011-06-01T19:30:00+00:00,4513.879
46403,2011-06-01T19:45:00+00:00,4513.985
46403,2011-06-01T20:00:00+00:00,4514.089
46403,2011-06-01T20:15:00+00:00,4514.196
46403,2011-06-01T20:30:00+00:00,4514.299
46403,2011-06-01T20:45:00+00:00,4514.398
46403,2011-06-01T21:00:00+00:00,4514.491
46403,2011-06-01T21:15:00+00:00,4514.578
46403,2011-06-01T21:30:00+00:00,4514.658
46403,2011-06-01T21:45:00+00:00,4514.728
46403,2011-06-01T22:00:00+00:00,4514.788
46403,2011-06-01T22:15:00+00:00,4514.839
46403,2011-06-01T22:30:00+00:00,4514.882
46403,2011-06-01T22:45:00+00:00,4514.912
46403,2011-06-01T23:00:00+00:00,4514.933
46403,2011-06-01T23:15:00+00:00,4514.947
46403,2011-06-01T23:30:00+00:00,4514.949
46403,2011-06-01T23:45:00+00:00,4514.941
46403,2011-06-02T00:00:00+00:00,4514.927
46403,2011-06-02T00:15:00+00:00,4514.900
46403,2011-06-02T00:30:00+00:00,4514.868
46403,2011-06-02T00:45:00+00:00,4514.832
