#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2014 03 02 00 00 00 1 4068.023
2014 03 02 00 15 00 1 4068.092
2014 03 02 00 30 00 1 4068.154
2014 03 02 00 45 00 1 4068.210
2014 03 02 01 00 00 1 4068.257
2014 03 02 01 15 00 1 4068.294
2014 03 02 01 30 00 1 4068.323
2014 03 02 01 45 00 1 4068.341
2014 03 02 02 00 00 1 4068.350
2014 03 02 02 15 00 1 4068.350
2014 03 02 02 30 00 1 4068.338
2014 03 02 02 45 00 1 4068.315
2014 03 02 03 00 00 1 4068.282
2014 03 02 03 15 00 1 4068.239
2014 03 02 03 30 00 1 4068.187
2014 03 02 03 45 00 1 4068.128
2014 03 02 04 00 00 1 4068.061
2014 03 02 04 15 00 1 4067.987
2014 03 02 04 30 00 1 4067.912
2014 03 02 04 45 00 1 4067.832
2014 03 02 05 00 00 1 4067.749
2014 03 02 05 15 00 1 4067.663
2014 03 02 05 30 00 1 4067.579
2014 03 02 05 45 00 1 4067.497
2014 03 02 06 00 00 1 4067.415
2014 03 02 06 15 00 1 4067.337
2014 03 02 06 30 00 1 4067.265
2014 03 02 06 45 00 1 4067.198
2014 03 02 07 00 00 1 4067.137
2014 03 02 07 15 00 1 4067.085
2014 03 02 07 30 00 1 4067.042
2014 03 02 07 45 00 1 4067.008
2014 03 02 08 00 00 1 4066.985
2014 03 02 08 15 00 1 4066.972
2014 03 02 08 30 00 1 4066.971
2014 03 02 08 45 00 1 4066.978
2014 03 02 09 00 00 1 4066.991
2014 03 02 09 15 00 1 4067.019
2014 03 02 09 30 00 1 4067.053
2014 03 02 09 45 00 1 4067.097
2014 03 02 10 00 00 1 4067.150
2014 03 02 10 15 00 1 4067.209
2014 03 02 10 30 00 1 4067.274
2014 03 02 10 45 00 1 4067.343
2014 03 02 11 00 00 1 4067.418
2014 03 02 11 15 00 1 4067.491
2014 03 02 11 30 00 1 4067.565
2014 03 02 11 45 00 1 4067.640
2014 03 02 12 00 00 1 4067.711
2014 03 02 12 15 00 1 4067.780
2014 03 02 12 30 00 1 4067.843
2014 03 02 12 45 00 1 4067.902
2014 03 02 13 00 00 1 4067.956
2014 03 02 13 15 00 1 4068.003
2014 03 02 13 30 00 1 4068.042
2014 03 02 13 45 00 1 4068.074
2014 03 02 14 00 00 1 4068.095
2014 03 02 14 15 00 1 4068.109
2014 03 02 14 30 00 1 4068.114
2014 03 02 14 45 00 1 4068.111
2014 03 02 15 00 00 1 4068.099
2014 03 02 15 15 00 1 4068.076
2014 03 02 15 30 00 1 4068.043
2014 03 02 15 45 00 1 4068.008
2014 03 02 16 00 00 1 4067.962
2014 03 02 16 15 00 1 4067.911
2014 03 02 16 30 00 1 4067.851
2014 03 02 16 45 00 1 4067.789
2014 03 02 17 00 00 1 4067.723
2014 03 02 17 15 00 1 4067.658
2014 03 02 17 30 00 1 4067.587
2014 03 02 17 45 00 1 4067.517
2014 03 02 18 00 00 1 4067.448
2014 03 02 18 15 00 1 4067.380
2014 03 02 18 30 00 1 4067.312
2014 03 02 18 45 00 1 4067.254
2014 03 02 19 00 00 1 4067.198
2014 03 02 19 15 00 1 4067.146
2014 03 02 19 30 00 1 4067.102
2014 03 02 19 45 00 1 4067.067
2014 03 02 20 00 00 1 4067.042
2014 03 02 20 15 00 1 4067.025
2014 03 02 20 30 00 1 4067.015
2014 03 02 20 45 00 1 4067.016
2014 03 02 21 00 00 1 4067.027
2014 03 02 21 15 00 1 4067.049
2014 03 02 21 30 00 1 4067.078
2014 03 02 21 45 00 1 4067.118
2014 03 02 22 00 00 1 4067.164
2014 03 02 22 15 00 1 4067.219
2014 03 02 22 30 00 1 4067.284
2014 03 02 22 45 00 1 4067.356
2014 03 02 23 00 00 1 4067.432
2014 03 02 23 15 00 1 4067.512
2014 03 02 23 30 00 1 4067.595
2014 03 02 23 45 00 1 4067.676
2014 03 03 00 00 00 1 4067.756
2014 03 03 00 15 00 1 4067.841
2014 03 03 00 30 00 1 4067.918
2014 03 03 00 45 00 1 4067.989
2014 03 03 01 00 00 1 4068.059
2014 03 03 01 15 00 1 4068.118
2014 03 03 01 30 00 1 4068.173
2014 03 03 01 45 00 1 4068.221
2014 03 03 02 00 00 1 4068.259
2014 03 03 02 15 00 1 4068.289
2014 03 03 02 30 00 1 4068.310
2014 03 03 02 45 00 1 4068.317
2014 03 03 03 00 00 1 4068.312
2014 03 03 03 15 00 1 4068.300
2014 03 03 03 30 00 1 4068.278
2014 03 03 03 45 00 1 4068.247
2014 03 03 04 00 00 1 4068.206
2014 03 03 04 15 00 1 4068.157
