#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2014 03 02 00 00 00 1 5658.311
2014 03 02 00 15 00 1 5658.268
2014 03 02 00 30 00 1 5658.233
2014 03 02 00 45 00 1 5658.204
2014 03 02 01 00 00 1 5658.186
2014 03 02 01 15 00 1 5658.174
2014 03 02 01 30 00 1 5658.169
2014 03 02 01 45 00 1 5658.177
2014 03 02 02 00 00 1 5658.194
2014 03 02 02 15 00 1 5658.218
2014 03 02 02 30 00 1 5658.249
2014 03 02 02 45 00 1 5658.289
2014 03 02 03 00 00 1 5658.335
2014 03 02 03 15 00 1 5658.388
2014 03 02 03 30 00 1 5658.448
2014 03 02 03 45 00 1 5658.514
2014 03 02 04 00 00 1 5658.584
2014 03 02 04 15 00 1 5658.655
2014 03 02 04 30 00 1 5658.729
2014 03 02 04 45 00 1 5658.804
2014 03 02 05 00 00 1 5658.874
2014 03 02 05 15 00 1 5658.945
2014 03 02 05 30 00 1 5659.010
2014 03 02 05 45 00 1 5659.074
2014 03 02 06 00 00 1 5659.131
2014 03 02 06 15 00 1 5659.182
2014 03 02 06 30 00 1 5659.224
2014 03 02 06 45 00 1 5659.259
2014 03 02 07 00 00 1 5659.287
2014 03 02 07 15 00 1 5659.307
2014 03 02 07 30 00 1 5659.317
2014 03 02 07 45 00 1 5659.317
2014 03 02 08 00 00 1 5659.310
2014 03 02 08 15 00 1 5659.292
2014 03 02 08 30 00 1 5659.268
2014 03 02 08 45 00 1 5659.235
2014 03 02 09 00 00 1 5659.193
2014 03 02 09 15 00 1 5659.145
2014 03 02 09 30 00 1 5659.088
2014 03 02 09 45 00 1 5659.030
2014 03 02 10 00 00 1 5658.964
2014 03 02 10 15 00 1 5658.896
2014 03 02 10 30 00 1 5658.829
2014 03 02 10 45 00 1 5658.753
2014 03 02 11 00 00 1 5658.682
2014 03 02 11 15 00 1 5658.611
2014 03 02 11 30 00 1 5658.541
2014 03 02 11 45 00 1 5658.475
2014 03 02 12 00 00 1 5658.416
2014 03 02 12 15 00 1 5658.359
2014 03 02 12 30 00 1 5658.308
2014 03 02 12 45 00 1 5658.265
2014 03 02 13 00 00 1 5658.233
2014 03 02 13 15 00 1 5658.204
2014 03 02 13 30 00 1 5658.184
2014 03 02 13 45 00 1 5658.174
2014 03 02 14 00 00 1 5658.172
2014 03 02 14 15 00 1 5658.177
2014 03 02 14 30 00 1 5658.194
2014 03 02 14 45 00 1 5658.216
2014 03 02 15 00 00 1 5658.249
2014 03 02 15 15 00 1 5658.292
2014 03 02 15 30 00 1 5658.341
2014 03 02 15 45 00 1 5658.398
2014 03 02 16 00 00 1 5658.459
2014 03 02 16 15 00 1 5658.524
2014 03 02 16 30 00 1 5658.594
2014 03 02 16 45 00 1 5658.665
2014 03 02 17 00 00 1 5658.740
2014 03 02 17 15 00 1 5658.815
2014 03 02 17 30 00 1 5658.887
2014 03 02 17 45 00 1 5658.962
2014 03 02 18 00 00 1 5659.032
2014 03 02 18 15 00 1 5659.098
2014 03 02 18 30 00 1 5659.158
2014 03 02 18 45 00 1 5659.212
2014 03 02 19 00 00 1 5659.256
2014 03 02 19 15 00 1 5659.295
2014 03 02 19 30 00 1 5659.325
2014 03 02 19 45 00 1 5659.343
2014 03 02 20 00 00 1 5659.354
2014 03 02 20 15 00 1 5659.354
2014 03 02 20 30 00 1 5659.344
2014 03 02 20 45 00 1 5659.322
2014 03 02 21 00 00 1 5659.299
2014 03 02 21 15 00 1 5659.262
2014 03 02 21 30 00 1 5659.218
2014 03 02 21 45 00 1 5659.167
2014 03 02 22 00 00 1 5659.107
2014 03 02 22 15 00 1 5659.042
2014 03 02 22 30 00 1 5658.972
2014 03 02 22 45 00 1 5658.904
2014 03 02 23 00 00 1 5658.830
2014 03 02 23 15 00 1 5658.757
2014 03 02 23 30 00 1 5658.687
2014 03 02 23 45 00 1 5658.614
2014 03 03 00 00 00 1 5658.544
2014 03 03 00 15 00 1 5658.477
2014 03 03 00 30 00 1 5658.415
2014 03 03 00 45 00 1 5658.356
2014 03 03 01 00 00 1 5658.304
2014 03 03 01 15 00 1 5658.259
2014 03 03 01 30 00 1 5658.225
2014 03 03 01 45 00 1 5658.196
2014 03 03 02 00 00 1 5658.174
2014 03 03 02 15 00 1 5658.163
2014 03 03 02 30 00 1 5658.161
2014 03 03 02 45 00 1 5658.170
2014 03 03 03 00 00 1 5658.188
2014 03 03 03 15 00 1 5658.218
2014 03 03 03 30 00 1 5658.252
2014 03 03 03 45 00 1 5658.297
2014 03 03 04 00 00 1 5658.348
2014 03 03 04 15 00 1 5658.408
2014 03 03 04 30 00 1 5658.472
2014 03 03 04 45 00 1 5658.542
2014 03 03 05 00 00 1 5658.615
2014 03 03 05 15 00 1 5658.690
2014 03 03 05 30 00 1 5658.766
2014 03 03 05 45 00 1 5658.840
2014 03 03 06 00 00 1 5658.914
2014 03 03 06 15 00 1 5658.987
2014 03 03 06 30 00 1 5659.053
2014 03 03 06 45 00 1 5659.116
2014 03 03 07 00 00 1 5659.174
2014 03 03 07 15 00 1 5659.226
2014 03 03 07 30 00 1 5659.268
2014 03 03 07 45 00 1 5659.300
2014 03 03 08 00 00 1 5659.325
2014 03 03 08 15 00 1 5659.339
2014 03 03 08 30 00 1 5659.343
2014 03 03 08 45 00 1 5659.338
2014 03 03 09 00 00 1 5659.323
2014 03 03 09 15 00 1 5659.300
2014 03 03 09 30 00 1 5659.269
2014 03 03 09 45 00 1 5659.227
2014 03 03 10 00 00 1 5659.180
2014 03 03 10 15 00 1 5659.126
2014 03 03 10 30 00 1 5659.067
2014 03 03 10 45 00 1 5659.004
2014 03 03 11 00 00 1 5658.936
2014 03 03 11 15 00 1 5658.867
2014 03 03 11 30 00 1 5658.793
2014 03 03 11 45 00 1 5658.723
2014 03 03 12 00 00 1 5658.650
2014 03 03 12 15 00 1 5658.580
2014 03 03 12 30 00 1 5658.515
2014 03 03 12 45 00 1 5658.451
2014 03 03 13 00 00 1 5658.390
2014 03 03 13 15 00 1 5658.337
2014 03 03 13 30 00 1 5658.289
2014 03 03 13 45 00 1 5658.247
2014 03 03 14 00 00 1 5658.213
2014 03 03 14 15 00 1 5658.192
2014 03 03 14 30 00 1 5658.178
2014 03 03 14 45 00 1 5658.171
2014 03 03 15 00 00 1 5658.173
2014 03 03 15 15 00 1 5658.183
2014 03 03 15 30 00 1 5658.209
2014 03 03 15 45 00 1 5658.237
2014 03 03 16 00 00 1 5658.276
2014 03 03 16 15 00 1 5658.324
2014 03 03 16 30 00 1 5658.376
