#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2014 03 02 00 00 00 1 4510.328
2014 03 02 00 15 00 1 4510.229
2014 03 02 00 30 00 1 4510.112
2014 03 02 00 45 00 1 4509.991
2014 03 02 01 00 00 1 4509.853
2014 03 02 01 15 00 1 4509.713
2014 03 02 01 30 00 1 4509.568
2014 03 02 01 45 00 1 4509.420
2014 03 02 02 00 00 1 4509.270
2014 03 02 02 15 00 1 4509.124
2014 03 02 02 30 00 1 4508.980
2014 03 02 02 45 00 1 4508.839
2014 03 02 03 00 00 1 4508.713
2014 03 02 03 15 00 1 4508.594
2014 03 02 03 30 00 1 4508.483
2014 03 02 03 45 00 1 4508.389
2014 03 02 04 00 00 1 4508.308
2014 03 02 04 15 00 1 4508.245
2014 03 02 04 30 00 1 4508.201
2014 03 02 04 45 00 1 4508.176
2014 03 02 05 00 00 1 4508.170
2014 03 02 05 15 00 1 4508.181
2014 03 02 05 30 00 1 4508.211
2014 03 02 05 45 00 1 4508.258
2014 03 02 06 00 00 1 4508.322
2014 03 02 06 15 00 1 4508.407
2014 03 02 06 30 00 1 4508.497
2014 03 02 06 45 00 1 4508.606
2014 03 02 07 00 00 1 4508.723
2014 03 02 07 15 00 1 4508.851
2014 03 02 07 30 00 1 4508.989
2014 03 02 07 45 00 1 4509.130
2014 03 02 08 00 00 1 4509.278
2014 03 02 08 15 00 1 4509.424
2014 03 02 08 30 00 1 4509.574
2014 03 02 08 45 00 1 4509.717
2014 03 02 09 00 00 1 4509.855
2014 03 02 09 15 00 1 4509.988
2014 03 02 09 30 00 1 4510.108
2014 03 02 09 45 00 1 4510.216
2014 03 02 10 00 00 1 4510.310
2014 03 02 10 15 00 1 4510.390
2014 03 02 10 30 00 1 4510.451
2014 03 02 10 45 00 1 4510.500
2014 03 02 11 00 00 1 4510.530
2014 03 02 11 15 00 1 4510.543
2014 03 02 11 30 00 1 4510.534
2014 03 02 11 45 00 1 4510.512
2014 03 02 12 00 00 1 4510.475
2014 03 02 12 15 00 1 4510.421
2014 03 02 12 30 00 1 4510.347
2014 03 02 12 45 00 1 4510.260
2014 03 02 13 00 00 1 4510.164
2014 03 02 13 15 00 1 4510.052
2014 03 02 13 30 00 1 4509.932
2014 03 02 13 45 00 1 4509.810
2014 03 02 14 00 00 1 4509.679
2014 03 02 14 15 00 1 4509.548
2014 03 02 14 30 00 1 4509.414
2014 03 02 14 45 00 1 4509.285
2014 03 02 15 00 00 1 4509.160
2014 03 02 15 15 00 1 4509.041
2014 03 02 15 30 00 1 4508.931
2014 03 02 15 45 00 1 4508.831
2014 03 02 16 00 00 1 4508.741
2014 03 02 16 15 00 1 4508.664
2014 03 02 16 30 00 1 4508.597
2014 03 02 16 45 00 1 4508.548
2014 03 02 17 00 00 1 4508.513
2014 03 02 17 15 00 1 4508.496
2014 03 02 17 30 00 1 4508.494
2014 03 02 17 45 00 1 4508.512
2014 03 02 18 00 00 1 4508.551
2014 03 02 18 15 00 1 4508.602
2014 03 02 18 30 00 1 4508.667
2014 03 02 18 45 00 1 4508.748
2014 03 02 19 00 00 1 4508.841
2014 03 02 19 15 00 1 4508.948
2014 03 02 19 30 00 1 4509.063
2014 03 02 19 45 00 1 4509.184
2014 03 02 20 00 00 1 4509.306
2014 03 02 20 15 00 1 4509.437
2014 03 02 20 30 00 1 4509.565
2014 03 02 20 45 00 1 4509.691
2014 03 02 21 00 00 1 4509.817
2014 03 02 21 15 00 1 4509.939
2014 03 02 21 30 00 1 4510.053
2014 03 02 21 45 00 1 4510.159
2014 03 02 22 00 00 1 4510.250
2014 03 02 22 15 00 1 9999.000
2014 03 02 22 30 00 1 9999.000
2014 03 02 22 45 00 1 9999.000
2014 03 02 23 00 00 1 9999.000
2014 03 02 23 15 00 1 9999.000
2014 03 02 23 30 00 1 9999.000
2014 03 02 23 45 00 1 9999.000
2014 03 03 00 00 00 1 9999.000
2014 03 03 00 15 00 1 4510.415
2014 03 03 00 30 00 1 4510.349
2014 03 03 00 45 00 1 4510.272
2014 03 03 01 00 00 1 4510.180
2014 03 03 01 15 00 1 4510.073
2014 03 03 01 30 00 1 4509.960
2014 03 03 01 45 00 1 4509.837
2014 03 03 02 00 00 1 4509.710
2014 03 03 02 15 00 1 4509.572
2014 03 03 02 30 00 1 4509.435
2014 03 03 02 45 00 1 4509.296
2014 03 03 03 00 00 1 4509.160
2014 03 03 03 15 00 1 4509.027
2014 03 03 03 30 00 1 4508.902
2014 03 03 03 45 00 1 4508.784
2014 03 03 04 00 00 1 4508.675
2014 03 03 04 15 00 1 4508.581
2014 03 03 04 30 00 1 4508.498
2014 03 03 04 45 00 1 4508.435
2014 03 03 05 00 00 1 4508.385
2014 03 03 05 15 00 1 4508.351
