#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2009 08 29 18 00 00 1 5680.576
2009 08 29 18 15 00 1 5680.539
2009 08 29 18 30 00 1 5680.506
2009 08 29 18 45 00 1 5680.475
2009 08 29 19 00 00 1 5680.451
2009 08 29 19 15 00 1 5680.427
2009 08 29 19 30 00 1 5680.410
2009 08 29 19 45 00 1 5680.397
2009 08 29 20 00 00 1 5680.387
2009 08 29 20 15 00 1 5680.383
2009 08 29 20 30 00 1 5680.380
2009 08 29 20 45 00 1 5680.382
2009 08 29 21 00 00 1 5680.387
2009 08 29 21 15 00 1 5680.394
2009 08 29 21 30 00 1 5680.410
2009 08 29 21 45 00 1 5680.425
2009 08 29 22 00 00 1 5680.443
2009 08 29 22 15 00 1 5680.469
2009 08 29 22 30 00 1 5680.492
2009 08 29 22 45 00 1 5680.520
2009 08 29 23 00 00 1 5680.551
2009 08 29 23 15 00 1 5680.587
2009 08 29 23 30 00 1 5680.619
2009 08 29 23 45 00 1 5680.654
2009 08 30 00 00 00 1 5680.688
2009 08 30 00 15 00 1 5680.720
2009 08 30 00 30 00 1 5680.752
2009 08 30 00 45 00 1 5680.780
2009 08 30 01 00 00 1 5680.808
2009 08 30 01 15 00 1 5680.835
2009 08 30 01 30 00 1 5680.854
2009 08 30 01 45 00 1 5680.872
2009 08 30 02 00 00 1 5680.887
2009 08 30 02 15 00 1 5680.894
2009 08 30 02 30 00 1 5680.899
2009 08 30 02 45 00 1 5680.903
2009 08 30 03 00 00 1 5680.900
2009 08 30 03 15 00 1 5680.895
2009 08 30 03 30 00 1 5680.885
2009 08 30 03 45 00 1 5680.869
2009 08 30 04 00 00 1 5680.852
2009 08 30 04 15 00 1 5680.829
2009 08 30 04 30 00 1 5680.803
2009 08 30 04 45 00 1 5680.778
2009 08 30 05 00 00 1 5680.746
2009 08 30 05 15 00 1 5680.717
2009 08 30 05 30 00 1 5680.688
2009 08 30 05 45 00 1 5680.657
2009 08 30 06 00 00 1 5680.625
2009 08 30 06 15 00 1 5680.597
2009 08 30 06 30 00 1 5680.569
