#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2009 08 29 18 00 00 1 4962.471
2009 08 29 18 15 00 1 4962.437
2009 08 29 18 30 00 1 4962.408
2009 08 29 18 45 00 1 4962.378
2009 08 29 19 00 00 1 4962.352
2009 08 29 19 15 00 1 4962.332
2009 08 29 19 30 00 1 4962.314
2009 08 29 19 45 00 1 4962.303
2009 08 29 20 00 00 1 4962.297
2009 08 29 20 15 00 1 4962.295
2009 08 29 20 30 00 1 4962.298
2009 08 29 20 45 00 1 4962.307
2009 08 29 21 00 00 1 4962.322
2009 08 29 21 15 00 1 4962.338
2009 08 29 21 30 00 1 4962.363
2009 08 29 21 45 00 1 4962.388
2009 08 29 22 00 00 1 4962.416
2009 08 29 22 15 00 1 4962.446
2009 08 29 22 30 00 1 4962.481
2009 08 29 22 45 00 1 4962.520
2009 08 29 23 00 00 1 4962.558
2009 08 29 23 15 00 1 4962.600
2009 08 29 23 30 00 1 4962.638
2009 08 29 23 45 00 1 4962.676
2009 08 30 00 00 00 1 4962.714
2009 08 30 00 15 00 1 4962.747
2009 08 30 00 30 00 1 4962.781
2009 08 30 00 45 00 1 4962.812
2009 08 30 01 00 00 1 4962.839
2009 08 30 01 15 00 1 4962.862
2009 08 30 01 30 00 1 4962.882
2009 08 30 01 45 00 1 4962.893
2009 08 30 02 00 00 1 4962.901
2009 08 30 02 15 00 1 4962.906
2009 08 30 02 30 00 1 4962.903
2009 08 30 02 45 00 1 4962.896
2009 08 30 03 00 00 1 4962.889
2009 08 30 03 15 00 1 4962.874
2009 08 30 03 30 00 1 4962.857
2009 08 30 03 45 00 1 4962.830
2009 08 30 04 00 00 1 4962.803
2009 08 30 04 15 00 1 4962.774
2009 08 30 04 30 00 1 4962.739
2009 08 30 04 45 00 1 4962.704
2009 08 30 05 00 00 1 4962.665
2009 08 30 05 15 00 1 4962.628
2009 08 30 05 30 00 1 4962.591
2009 08 30 05 45 00 1 4962.553
2009 08 30 06 00 00 1 4962.518
2009 08 30 06 15 00 1 4962.485
2009 08 30 06 30 00 1 4962.455
2009 08 30 06 45 00 1 4962.426
2009 08 30 07 00 00 1 4962.405
2009 08 30 07 15 00 1 4962.382
2009 08 30 07 30 00 1 4962.364
2009 08 30 07 45 00 1 4962.355
2009 08 30 08 00 00 1 4962.350
2009 08 30 08 15 00 1 4962.350
2009 08 30 08 30 00 1 4962.357
2009 08 30 08 45 00 1 4962.369
2009 08 30 09 00 00 1 4962.383
2009 08 30 09 15 00 1 4962.403
2009 08 30 09 30 00 1 4962.431
2009 08 30 09 45 00 1 4962.459
2009 08 30 10 00 00 1 4962.495
2009 08 30 10 15 00 1 4962.531
2009 08 30 10 30 00 1 4962.575
2009 08 30 10 45 00 1 4962.619
2009 08 30 11 00 00 1 4962.666
2009 08 30 11 15 00 1 4962.712
2009 08 30 11 30 00 1 4962.760
2009 08 30 11 45 00 1 4962.808
2009 08 30 12 00 00 1 4962.854
2009 08 30 12 15 00 1 4962.896
2009 08 30 12 30 00 1 4962.938
2009 08 30 12 45 00 1 4962.975
2009 08 30 13 00 00 1 4963.012
2009 08 30 13 15 00 1 4963.045
2009 08 30 13 30 00 1 4963.069
2009 08 30 13 45 00 1 4963.087
2009 08 30 14 00 00 1 4963.097
2009 08 30 14 00 00 2 4963.097
2009 08 30 14 01 00 2 4963.097
2009 08 30 14 02 00 2 4963.098
2009 08 30 14 03 00 2 4963.100
2009 08 30 14 04 00 2 4963.099
2009 08 30 14 05 00 2 4963.100
2009 08 30 14 06 00 2 4963.100
2009 08 30 14 07 00 2 4963.100
2009 08 30 14 08 00 2 4963.102
2009 08 30 14 09 00 2 4963.102
2009 08 30 14 10 00 2 4963.103
2009 08 30 14 11 00 2 4963.103
2009 08 30 14 12 00 2 4963.103
2009 08 30 14 13 00 2 4963.103
2009 08 30 14 14 00 2 4963.105
2009 08 30 14 15 00 1 4963.105
2009 08 30 14 15 00 2 4963.105
2009 08 30 14 16 00 2 4963.104
2009 08 30 14 17 00 2 4963.104
2009 08 30 14 18 00 2 4963.104
2009 08 30 14 19 00 2 4963.104
2009 08 30 14 20 00 2 4963.105
2009 08 30 14 21 00 2 4963.105
2009 08 30 14 22 00 2 4963.105
2009 08 30 14 23 00 2 4963.105
2009 08 30 14 24 00 2 4963.106
2009 08 30 14 25 00 2 4963.106
2009 08 30 14 26 00 2 4963.105
2009 08 30 14 27 00 2 4963.106
2009 08 30 14 28 00 2 4963.105
2009 08 30 14 29 00 2 4963.105
2009 08 30 14 30 00 1 4963.105
2009 08 30 14 30 00 2 4963.105
2009 08 30 14 31 00 2 4963.104
2009 08 30 14 32 00 2 4963.104
2009 08 30 14 33 00 2 4963.105
2009 08 30 14 34 00 2 4963.105
2009 08 30 14 35 00 2 4963.106
2009 08 30 14 36 00 2 4963.105
2009 08 30 14 37 00 2 4963.105
2009 08 30 14 38 00 2 4963.105
2009 08 30 14 39 00 2 4963.105
2009 08 30 14 40 00 2 4963.104
2009 08 30 14 41 00 2 4963.104
2009 08 30 14 42 00 2 4963.103
2009 08 30 14 43 00 2 4963.103
2009 08 30 14 44 00 2 4963.103
2009 08 30 14 45 00 1 4963.103
2009 08 30 14 45 00 2 4963.104
2009 08 30 14 46 00 2 4963.102
2009 08 30 14 47 00 2 4963.103
2009 08 30 14 48 00 2 4963.102
2009 08 30 14 49 00 2 4963.101
2009 08 30 14 50 00 2 4963.100
2009 08 30 14 51 00 2 4963.099
2009 08 30 14 52 00 2 4963.098
2009 08 30 14 53 00 2 4963.097
2009 08 30 14 54 00 2 4963.096
2009 08 30 14 55 00 2 4963.096
2009 08 30 14 56 00 2 4963.097
2009 08 30 14 57 00 2 4963.087
2009 08 30 14 58 00 2 4963.094
2009 08 30 14 59 00 2 4963.093
2009 08 30 15 00 00 1 4963.092
2009 08 30 15 00 00 2 4963.088
2009 08 30 15 01 00 2 4963.095
2009 08 30 15 02 00 2 4963.082
2009 08 30 15 03 00 2 4963.090
2009 08 30 15 04 00 2 4963.078
2009 08 30 15 05 00 2 4963.083
2009 08 30 15 05 30 3 4963.074
2009 08 30 15 05 45 3 4963.068
2009 08 30 15 06 00 2 4963.086
2009 08 30 15 06 00 3 4963.115
2009 08 30 15 06 15 3 4963.079
2009 08 30 15 07 00 2 4963.082
2009 08 30 15 08 00 2 4963.085
2009 08 30 15 09 00 2 4963.078
2009 08 30 15 10 00 2 4963.076
2009 08 30 15 11 00 2 4963.081
2009 08 30 15 12 00 2 4963.075
2009 08 30 15 13 00 2 4963.074
2009 08 30 15 14 00 2 4963.073
2009 08 30 15 15 00 1 9999.000
2009 08 30 15 15 00 2 4963.070
2009 08 30 15 16 00 2 4963.070
2009 08 30 15 17 00 2 4963.069
2009 08 30 15 18 00 2 4963.067
2009 08 30 15 19 00 2 4963.066
2009 08 30 15 20 00 2 4963.064
2009 08 30 15 21 00 2 4963.065
2009 08 30 15 22 00 2 4963.059
2009 08 30 15 23 00 2 4963.058
2009 08 30 15 24 00 2 4963.056
2009 08 30 15 25 00 2 4963.056
2009 08 30 15 26 00 2 4963.053
2009 08 30 15 27 00 2 4963.052
2009 08 30 15 28 00 2 4963.050
2009 08 30 15 29 00 2 4963.048
2009 08 30 15 30 00 1 9999.000
2009 08 30 15 30 00 2 4963.045
2009 08 30 15 31 00 2 4963.046
2009 08 30 15 32 00 2 4963.042
2009 08 30 15 33 00 2 4963.039
2009 08 30 15 34 00 2 4963.038
2009 08 30 15 35 00 2 4963.035
2009 08 30 15 36 00 2 4963.033
2009 08 30 15 37 00 2 4963.030
2009 08 30 15 38 00 2 4963.027
2009 08 30 15 39 00 2 4963.026
2009 08 30 15 40 00 2 4963.023
2009 08 30 15 41 00 2 4963.021
2009 08 30 15 42 00 2 4963.020
2009 08 30 15 43 00 2 4963.018
2009 08 30 15 44 00 2 4963.017
2009 08 30 15 45 00 1 9999.000
2009 08 30 15 45 00 2 4963.012
2009 08 30 15 46 00 2 4963.012
2009 08 30 15 47 00 2 4963.011
2009 08 30 15 48 00 2 4963.010
2009 08 30 15 49 00 2 4963.005
2009 08 30 15 50 00 2 4963.003
2009 08 30 15 51 00 2 4963.001
2009 08 30 15 52 00 2 4962.998
2009 08 30 15 53 00 2 4962.995
2009 08 30 15 54 00 2 4962.993
2009 08 30 15 55 00 2 4962.990
2009 08 30 15 56 00 2 4962.989
2009 08 30 15 57 00 2 4962.987
2009 08 30 15 58 00 2 4962.985
2009 08 30 15 59 00 2 4962.983
2009 08 30 16 00 00 1 9999.000
2009 08 30 16 00 00 2 4962.980
2009 08 30 16 01 00 2 4962.975
2009 08 30 16 02 00 2 4962.973
2009 08 30 16 03 00 2 4962.972
2009 08 30 16 04 00 2 4962.968
2009 08 30 16 05 00 2 4962.965
2009 08 30 16 06 00 2 4962.962
2009 08 30 16 07 00 2 4962.960
2009 08 30 16 08 00 2 4962.958
2009 08 30 16 09 00 2 4962.955
2009 08 30 16 10 00 2 4962.952
2009 08 30 16 11 00 2 4962.950
2009 08 30 16 12 00 2 4962.948
2009 08 30 16 13 00 2 4962.945
2009 08 30 16 14 00 2 4962.942
2009 08 30 16 15 00 1 9999.000
2009 08 30 16 15 00 2 4962.939
2009 08 30 16 16 00 2 4962.936
2009 08 30 16 17 00 2 4962.932
2009 08 30 16 18 00 2 4962.929
2009 08 30 16 19 00 2 4962.926
2009 08 30 16 20 00 2 4962.923
2009 08 30 16 21 00 2 4962.921
2009 08 30 16 22 00 2 4962.918
2009 08 30 16 23 00 2 4962.914
2009 08 30 16 24 00 2 4962.912
2009 08 30 16 25 00 2 4962.910
2009 08 30 16 26 00 2 4962.907
2009 08 30 16 27 00 2 4962.904
2009 08 30 16 28 00 2 4962.901
2009 08 30 16 29 00 2 4962.898
2009 08 30 16 30 00 1 9999.000
2009 08 30 16 30 00 2 4962.896
2009 08 30 16 31 00 2 4962.893
2009 08 30 16 32 00 2 4962.890
2009 08 30 16 33 00 2 4962.886
2009 08 30 16 34 00 2 4962.882
2009 08 30 16 35 00 2 4962.879
2009 08 30 16 36 00 2 4962.877
2009 08 30 16 37 00 2 4962.873
2009 08 30 16 38 00 2 4962.870
2009 08 30 16 39 00 2 4962.867
2009 08 30 16 40 00 2 4962.863
2009 08 30 16 41 00 2 4962.859
2009 08 30 16 42 00 2 4962.856
2009 08 30 16 43 00 2 4962.853
2009 08 30 16 44 00 2 4962.851
2009 08 30 16 45 00 1 9999.000
2009 08 30 16 45 00 2 4962.846
2009 08 30 16 46 00 2 4962.844
2009 08 30 16 47 00 2 4962.841
2009 08 30 16 48 00 2 4962.838
2009 08 30 16 49 00 2 4962.835
2009 08 30 16 50 00 2 4962.831
2009 08 30 16 51 00 2 4962.828
2009 08 30 16 52 00 2 4962.825
2009 08 30 16 53 00 2 4962.821
2009 08 30 16 54 00 2 4962.818
2009 08 30 16 55 00 2 4962.815
2009 08 30 16 56 00 2 4962.811
2009 08 30 16 57 00 2 4962.808
2009 08 30 16 58 00 2 4962.805
2009 08 30 16 59 00 2 4962.802
2009 08 30 17 00 00 1 9999.000
2009 08 30 17 00 00 2 4962.798
2009 08 30 17 01 00 2 4962.793
2009 08 30 17 02 00 2 4962.791
2009 08 30 17 03 00 2 4962.788
2009 08 30 17 04 00 2 4962.783
2009 08 30 17 05 00 2 4962.781
2009 08 30 17 06 00 2 4962.777
2009 08 30 17 07 00 2 4962.773
2009 08 30 17 08 00 2 4962.770
2009 08 30 17 09 00 2 4962.767
2009 08 30 17 10 00 2 4962.763
2009 08 30 17 11 00 2 4962.760
2009 08 30 17 12 00 2 4962.756
