#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2009 08 29 18 00 00 1 4682.545
2009 08 29 18 15 00 1 4682.569
2009 08 29 18 30 00 1 4682.596
2009 08 29 18 45 00 1 4682.621
2009 08 29 19 00 00 1 4682.649
2009 08 29 19 15 00 1 4682.676
2009 08 29 19 30 00 1 4682.704
2009 08 29 19 45 00 1 4682.730
2009 08 29 20 00 00 1 4682.752
2009 08 29 20 15 00 1 4682.773
2009 08 29 20 30 00 1 4682.795
2009 08 29 20 45 00 1 4682.819
2009 08 29 21 00 00 1 4682.839
2009 08 29 21 15 00 1 4682.854
2009 08 29 21 30 00 1 4682.868
2009 08 29 21 45 00 1 4682.879
2009 08 29 22 00 00 1 4682.889
2009 08 29 22 15 00 1 4682.897
2009 08 29 22 30 00 1 4682.900
2009 08 29 22 45 00 1 4682.902
2009 08 29 23 00 00 1 4682.900
2009 08 29 23 15 00 1 4682.892
2009 08 29 23 30 00 1 4682.880
2009 08 29 23 45 00 1 4682.867
2009 08 30 00 00 00 1 4682.847
2009 08 30 00 15 00 1 4682.832
2009 08 30 00 30 00 1 4682.813
2009 08 30 00 45 00 1 4682.790
2009 08 30 01 00 00 1 4682.765
2009 08 30 01 15 00 1 4682.739
2009 08 30 01 30 00 1 4682.713
2009 08 30 01 45 00 1 4682.688
2009 08 30 02 00 00 1 4682.666
2009 08 30 02 15 00 1 4682.641
2009 08 30 02 30 00 1 4682.617
2009 08 30 02 45 00 1 4682.594
2009 08 30 03 00 00 1 4682.569
2009 08 30 03 15 00 1 4682.552
2009 08 30 03 30 00 1 4682.534
2009 08 30 03 45 00 1 4682.514
2009 08 30 04 00 00 1 4682.498
2009 08 30 04 15 00 1 4682.485
2009 08 30 04 30 00 1 4682.475
2009 08 30 04 45 00 1 4682.462
2009 08 30 05 00 00 1 4682.455
2009 08 30 05 15 00 1 4682.449
2009 08 30 05 30 00 1 4682.445
2009 08 30 05 45 00 1 4682.442
2009 08 30 06 00 00 1 4682.438
2009 08 30 06 15 00 1 4682.439
2009 08 30 06 30 00 1 4682.444
2009 08 30 06 45 00 1 4682.448
2009 08 30 07 00 00 1 4682.452
2009 08 30 07 15 00 1 4682.461
2009 08 30 07 30 00 1 4682.469
2009 08 30 07 45 00 1 4682.475
2009 08 30 08 00 00 1 4682.485
2009 08 30 08 15 00 1 4682.492
2009 08 30 08 30 00 1 4682.499
2009 08 30 08 45 00 1 4682.507
2009 08 30 09 00 00 1 4682.515
2009 08 30 09 15 00 1 4682.523
2009 08 30 09 30 00 1 4682.527
2009 08 30 09 45 00 1 4682.533
2009 08 30 10 00 00 1 4682.535
2009 08 30 10 15 00 1 4682.535
2009 08 30 10 30 00 1 4682.539
2009 08 30 10 45 00 1 4682.536
2009 08 30 11 00 00 1 4682.534
2009 08 30 11 15 00 1 4682.531
2009 08 30 11 30 00 1 4682.526
2009 08 30 11 45 00 1 4682.520
2009 08 30 12 00 00 1 4682.513
2009 08 30 12 15 00 1 4682.505
2009 08 30 12 30 00 1 4682.490
2009 08 30 12 45 00 1 4682.478
2009 08 30 13 00 00 1 4682.465
2009 08 30 13 15 00 1 4682.453
2009 08 30 13 30 00 1 4682.441
2009 08 30 13 45 00 1 4682.428
2009 08 30 14 00 00 1 4682.417
2009 08 30 14 15 00 1 4682.406
2009 08 30 14 30 00 1 4682.395
2009 08 30 14 45 00 1 4682.386
2009 08 30 15 00 00 1 4682.375
2009 08 30 15 15 00 1 4682.371
2009 08 30 15 30 00 1 4682.369
2009 08 30 15 45 00 1 4682.367
2009 08 30 16 00 00 1 4682.369
2009 08 30 16 15 00 1 4682.374
2009 08 30 16 30 00 1 4682.377
2009 08 30 16 45 00 1 4682.384
2009 08 30 17 00 00 1 4682.395
2009 08 30 17 15 00 1 4682.407
2009 08 30 17 30 00 1 4682.421
2009 08 30 17 45 00 1 4682.442
2009 08 30 18 00 00 1 4682.469
2009 08 30 18 15 00 1 4682.489
2009 08 30 18 30 00 1 4682.513
2009 08 30 18 45 00 1 4682.537
2009 08 30 19 00 00 1 4682.565
2009 08 30 19 15 00 1 4682.596
2009 08 30 19 30 00 1 4682.622
2009 08 30 19 45 00 1 4682.651
2009 08 30 20 00 00 1 4682.680
2009 08 30 20 15 00 1 4682.707
2009 08 30 20 30 00 1 4682.738
2009 08 30 20 45 00 1 4682.763
2009 08 30 21 00 00 1 4682.788
2009 08 30 21 15 00 1 4682.810
2009 08 30 21 30 00 1 4682.837
2009 08 30 21 45 00 1 4682.859
2009 08 30 22 00 00 1 4682.879
2009 08 30 22 15 00 1 4682.895
2009 08 30 22 30 00 1 4682.906
2009 08 30 22 45 00 1 4682.915
2009 08 30 23 00 00 1 4682.919
2009 08 30 23 15 00 1 4682.923
2009 08 30 23 30 00 1 4682.923
2009 08 30 23 45 00 1 4682.917
2009 08 31 00 00 00 1 4682.908
2009 08 31 00 15 00 1 4682.897
2009 08 31 00 30 00 1 4682.884
2009 08 31 00 45 00 1 4682.864
2009 08 31 01 00 00 1 4682.840
2009 08 31 01 15 00 1 4682.819
2009 08 31 01 30 00 1 4682.797
2009 08 31 01 45 00 1 4682.771
2009 08 31 02 00 00 1 4682.743
2009 08 31 02 15 00 1 4682.712
2009 08 31 02 30 00 1 4682.679
2009 08 31 02 45 00 1 4682.651
2009 08 31 03 00 00 1 4682.618
