station_id,timestamp_utc,seconds_from_origin,height_m
46411,2015-09-16T22:00:00+00:00,-3272,4286.810
46411,2015-09-16T22:15:00+00:00,-2372,4286.770
46411,2015-09-16T22:30:00+00:00,-1472,4286.721
46411,2015-09-16T22:45:00+00:00,-572,4286.667
46411,2015-09-16T23:00:00+00:00,328,4286.606
46411,2015-09-16T23:15:00+00:00,1228,4286.539
46411,2015-09-16T23:30:00+00:00,2128,4286.466
46411,2015-09-16T23:45:00+00:00,3028,4286.394
46411,2015-09-17T00:00:00+00:00,3928,4286.317
46411,2015-09-17T00:15:00+00:00,4828,4286.243
46411,2015-09-17T00:30:00+00:00,5728,4286.168
46411,2015-09-17T00:45:00+00:00,6628,4286.088
46411,2015-09-17T01:00:00+00:00,7528,4286.015
46411,2015-09-17T01:15:00+00:00,8428,4285.945
46411,2015-09-17T01:30:00+00:00,9328,4285.878
46411,2015-09-17T01:45:00+00:00,10228,4285.818
46411,2015-09-17T02:00:00+00:00,11128,4285.763
46411,2015-09-17T02:15:00+00:00,12028,4285.713
46411,2015-09-17T02:30:00+00:00,12928,4285.671
46411,2015-09-17T02:45:00+00:00,13828,4285.641
46411,2015-09-17T03:00:00+00:00,14728,4285.617
46411,2015-09-17T03:15:00+00:00,15628,4285.602
46411,2015-09-17T03:30:00+00:00,16528,4285.596
46411,2015-09-17T03:45:00+00:00,17428,4285.601
46411,2015-09-17T04:00:00+00:00,18328,4285.610
46411,2015-09-17T04:15:00+00:00,19228,4285.632
46411,2015-09-17T04:30:00+00:00,20128,4285.660
46411,2015-09-17T04:45:00+00:00,21028,4285.696
