t,v,s,f,q
2015-09-16 00:00,0.994,0.034,"0,0,0,0",v
2015-09-16 00:06,0.992,0.041,"0,0,0,0",v
2015-09-16 00:12,1.001,0.031,"0,0,0,0",v
2015-09-16 00:18,0.995,0.034,"0,0,0,0",v
2015-09-16 00:24,1.006,0.033,"0,0,0,0",v
2015-09-16 00:30,1.001,0.039,"0,0,0,0",v
2015-09-16 00:36,1.014,0.036,"0,0,0,0",v
2015-09-16 00:42,1.012,0.039,"0,0,0,0",v
2015-09-16 00:48,1.018,0.038,"0,0,0,0",v
2015-09-16 00:54,1.036,0.04,"0,0,0,0",v
2015-09-16 01:00,1.023,0.035,"0,0,0,0",v
2015-09-16 01:06,1.036,0.038,"0,0,0,0",v
2015-09-16 01:12,1.042,0.038,"0,0,0,0",v
2015-09-16 01:18,1.043,0.034,"0,0,0,0",v
2015-09-16 01:24,1.053,0.039,"0,0,0,0",v
2015-09-16 01:30,1.047,0.037,"0,0,0,0",v
2015-09-16 01:36,1.065,0.034,"0,0,0,0",v
2015-09-16 01:42,1.064,0.042,"0,0,0,0",v
2015-09-16 01:48,1.07,0.044,"0,0,0,0",v
2015-09-16 01:54,1.081,0.037,"0,0,0,0",v
2015-09-16 02:00,1.084,0.041,"0,0,0,0",v
2015-09-16 02:06,1.088,0.041,"0,0,0,0",v
2015-09-16 02:12,1.1,0.044,"0,0,0,0",v
2015-09-16 02:18,1.099,0.04,"0,0,0,0",v
2015-09-16 02:24,1.11,0.039,"0,0,0,0",v
2015-09-16 02:30,1.111,0.038,"0,0,0,0",v
2015-09-16 02:36,1.118,0.042,"0,0,0,0",v
2015-09-16 02:42,1.119,0.041,"0,0,0,0",v
2015-09-16 02:48,1.135,0.042,"0,0,0,0",v
2015-09-16 02:54,1.123,0.041,"0,0,0,0",v
2015-09-16 03:00,1.132,0.042,"0,0,0,0",v
2015-09-16 03:06,1.14,0.043,"0,0,0,0",v
2015-09-16 03:12,1.138,0.043,"0,0,0,0",v
2015-09-16 03:18,1.134,0.042,"0,0,0,0",v
2015-09-16 03:24,1.145,0.046,"0,0,0,0",v
2015-09-16 03:30,1.142,0.043,"0,0,0,0",v
2015-09-16 03:36,1.15,0.041,"0,0,0,0",v
2015-09-16 03:42,1.14,0.042,"0,0,0,0",v
2015-09-16 03:48,1.164,0.048,"0,0,0,0",v
2015-09-16 03:54,1.143,0.04,"0,0,0,0",v
2015-09-16 04:00,1.16,0.041,"0,0,0,0",v
2015-09-16 04:06,1.164,0.051,"0,0,0,0",v
2015-09-16 04:12,1.166,0.044,"0,0,0,0",v
2015-09-16 04:18,1.167,0.042,"0,0,0,0",v
2015-09-16 04:24,1.173,0.045,"0,0,0,0",v
2015-09-16 04:30,1.17,0.041,"0,0,0,0",v
2015-09-16 04:36,1.166,0.047,"0,0,0,0",v
2015-09-16 04:42,1.185,0.047,"0,0,0,0",v
2015-09-16 04:48,1.169,0.043,"0,0,0,0",v
2015-09-16 04:54,1.183,0.045,"0,0,0,0",v
2015-09-16 05:00,1.176,0.045,"0,0,0,0",v
2015-09-16 05:06,1.179,0.044,"0,0,0,0",v
