#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2015 08 16 23 00 00 1 9999.000
2015 08 16 23 15 00 1 9999.000
2015 08 16 23 30 00 1 9999.000
2015 08 16 23 45 00 1 9999.000
2015 08 17 00 00 00 1 9999.000
2015 08 17 00 15 00 1 4335.731
2015 08 17 00 30 00 1 4335.729
2015 08 17 00 45 00 1 4335.727
2015 08 17 01 00 00 1 4335.723
2015 08 17 01 15 00 1 4335.718
2015 08 17 01 30 00 1 4335.708
2015 08 17 01 45 00 1 4335.699
2015 08 17 02 00 00 1 4335.688
2015 08 17 02 15 00 1 4335.680
2015 08 17 02 30 00 1 4335.665
2015 08 17 02 45 00 1 4335.650
2015 08 17 03 00 00 1 4335.638
2015 08 17 03 15 00 1 4335.629
2015 08 17 03 30 00 1 4335.619
2015 08 17 03 45 00 1 4335.607
2015 08 17 04 00 00 1 4335.597
2015 08 17 04 15 00 1 4335.586
2015 08 17 04 30 00 1 4335.577
2015 08 17 04 45 00 1 4335.569
2015 08 17 05 00 00 1 4335.564
2015 08 17 05 15 00 1 4335.563
2015 08 17 05 30 00 1 4335.559
2015 08 17 05 45 00 1 4335.556
2015 08 17 06 00 00 1 4335.556
2015 08 17 06 15 00 1 4335.558
2015 08 17 06 30 00 1 4335.556
2015 08 17 06 45 00 1 4335.566
2015 08 17 07 00 00 1 4335.575
2015 08 17 07 15 00 1 4335.587
2015 08 17 07 30 00 1 4335.600
2015 08 17 07 45 00 1 4335.617
2015 08 17 08 00 00 1 4335.638
2015 08 17 08 15 00 1 4335.659
2015 08 17 08 30 00 1 4335.678
2015 08 17 08 45 00 1 4335.696
2015 08 17 09 00 00 1 4335.719
2015 08 17 09 15 00 1 4335.744
2015 08 17 09 30 00 1 4335.767
2015 08 17 09 45 00 1 4335.791
2015 08 17 10 00 00 1 4335.812
2015 08 17 10 15 00 1 4335.833
2015 08 17 10 30 00 1 4335.856
2015 08 17 10 45 00 1 4335.874
2015 08 17 11 00 00 1 4335.892
2015 08 17 11 15 00 1 4335.903
2015 08 17 11 30 00 1 4335.916
2015 08 17 11 45 00 1 4335.927
2015 08 17 12 00 00 1 4335.933
2015 08 17 12 15 00 1 4335.938
2015 08 17 12 30 00 1 4335.942
2015 08 17 12 45 00 1 4335.941
2015 08 17 13 00 00 1 4335.938
2015 08 17 13 15 00 1 4335.933
2015 08 17 13 30 00 1 4335.924
2015 08 17 13 45 00 1 4335.914
2015 08 17 14 00 00 1 4335.902
2015 08 17 14 15 00 1 4335.886
2015 08 17 14 30 00 1 4335.875
