#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2015 08 16 23 00 00 1 3268.619
2015 08 16 23 15 00 1 3268.553
2015 08 16 23 30 00 1 3268.480
2015 08 16 23 45 00 1 3268.404
2015 08 17 00 00 00 1 3268.322
2015 08 17 00 15 00 1 3268.240
2015 08 17 00 30 00 1 3268.152
2015 08 17 00 45 00 1 3268.072
2015 08 17 01 00 00 1 3267.991
2015 08 17 01 15 00 1 3267.914
2015 08 17 01 30 00 1 3267.843
2015 08 17 01 45 00 1 3267.776
2015 08 17 02 00 00 1 3267.717
2015 08 17 02 15 00 1 3267.666
2015 08 17 02 30 00 1 3267.624
2015 08 17 02 45 00 1 3267.595
2015 08 17 03 00 00 1 3267.576
2015 08 17 03 15 00 1 3267.567
2015 08 17 03 30 00 1 3267.571
2015 08 17 03 45 00 1 3267.589
2015 08 17 04 00 00 1 3267.616
2015 08 17 04 15 00 1 3267.656
2015 08 17 04 30 00 1 3267.705
2015 08 17 04 45 00 1 3267.760
2015 08 17 05 00 00 1 3267.827
2015 08 17 05 15 00 1 3267.897
2015 08 17 05 30 00 1 3267.977
2015 08 17 05 45 00 1 3268.058
2015 08 17 06 00 00 1 3268.140
2015 08 17 06 15 00 1 3268.222
2015 08 17 06 30 00 1 3268.308
2015 08 17 06 45 00 1 3268.389
2015 08 17 07 00 00 1 3268.473
2015 08 17 07 15 00 1 3268.548
2015 08 17 07 30 00 1 3268.619
2015 08 17 07 45 00 1 3268.680
2015 08 17 08 00 00 1 3268.736
2015 08 17 08 15 00 1 3268.781
2015 08 17 08 30 00 1 3268.814
2015 08 17 08 45 00 1 3268.839
2015 08 17 09 00 00 1 3268.853
2015 08 17 09 15 00 1 3268.855
2015 08 17 09 30 00 1 3268.847
2015 08 17 09 45 00 1 3268.827
2015 08 17 10 00 00 1 3268.795
2015 08 17 10 15 00 1 3268.750
2015 08 17 10 30 00 1 3268.691
2015 08 17 10 45 00 1 3268.627
2015 08 17 11 00 00 1 3268.553
2015 08 17 11 15 00 1 3268.471
2015 08 17 11 30 00 1 3268.381
2015 08 17 11 45 00 1 3268.287
2015 08 17 12 00 00 1 3268.188
2015 08 17 12 15 00 1 3268.088
2015 08 17 12 30 00 1 3267.985
2015 08 17 12 45 00 1 3267.881
2015 08 17 13 00 00 1 3267.779
2015 08 17 13 15 00 1 3267.680
2015 08 17 13 30 00 1 3267.589
2015 08 17 13 45 00 1 3267.502
2015 08 17 14 00 00 1 3267.421
2015 08 17 14 15 00 1 3267.347
2015 08 17 14 30 00 1 3267.286
2015 08 17 14 45 00 1 3267.234
2015 08 17 15 00 00 1 3267.196
2015 08 17 15 15 00 1 3267.173
2015 08 17 15 30 00 1 3267.162
2015 08 17 15 45 00 1 3267.163
2015 08 17 16 00 00 1 3267.175
2015 08 17 16 15 00 1 3267.203
2015 08 17 16 30 00 1 3267.240
2015 08 17 16 45 00 1 3267.288
2015 08 17 17 00 00 1 3267.348
2015 08 17 17 15 00 1 3267.424
2015 08 17 17 30 00 1 3267.502
2015 08 17 17 45 00 1 3267.594
2015 08 17 18 00 00 1 3267.688
2015 08 17 18 15 00 1 3267.789
2015 08 17 18 30 00 1 3267.888
2015 08 17 18 45 00 1 3267.994
2015 08 17 19 00 00 1 3268.100
2015 08 17 19 15 00 1 3268.199
2015 08 17 19 30 00 1 3268.297
2015 08 17 19 45 00 1 3268.388
2015 08 17 20 00 00 1 3268.477
2015 08 17 20 15 00 1 3268.560
2015 08 17 20 30 00 1 3268.629
2015 08 17 20 45 00 1 3268.696
2015 08 17 21 00 00 1 3268.748
2015 08 17 21 15 00 1 3268.789
2015 08 17 21 30 00 1 3268.819
2015 08 17 21 45 00 1 3268.838
2015 08 17 22 00 00 1 3268.846
2015 08 17 22 15 00 1 3268.835
2015 08 17 22 30 00 1 3268.820
2015 08 17 22 45 00 1 3268.789
2015 08 17 23 00 00 1 3268.749
2015 08 17 23 15 00 1 3268.699
2015 08 17 23 30 00 1 3268.646
2015 08 17 23 45 00 1 3268.579
2015 08 18 00 00 00 1 3268.507
2015 08 18 00 15 00 1 3268.429
2015 08 18 00 30 00 1 3268.347
2015 08 18 00 45 00 1 3268.267
2015 08 18 01 00 00 1 3268.183
2015 08 18 01 15 00 1 3268.096
2015 08 18 01 30 00 1 3268.014
2015 08 18 01 45 00 1 3267.936
2015 08 18 02 00 00 1 3267.863
2015 08 18 02 15 00 1 3267.796
2015 08 18 02 30 00 1 3267.733
2015 08 18 02 45 00 1 3267.682
2015 08 18 03 00 00 1 3267.637
2015 08 18 03 15 00 1 3267.600
2015 08 18 03 30 00 1 3267.574
2015 08 18 03 45 00 1 3267.560
2015 08 18 04 00 00 1 3267.554
2015 08 18 04 15 00 1 3267.566
2015 08 18 04 30 00 1 3267.583
2015 08 18 04 45 00 1 3267.615
2015 08 18 05 00 00 1 3267.652
2015 08 18 05 15 00 1 3267.699
2015 08 18 05 30 00 1 3267.755
2015 08 18 05 45 00 1 3267.823
2015 08 18 06 00 00 1 3267.894
2015 08 18 06 15 00 1 3267.968
2015 08 18 06 30 00 1 3268.045
2015 08 18 06 45 00 1 3268.128
2015 08 18 07 00 00 1 3268.208
2015 08 18 07 15 00 1 3268.287
2015 08 18 07 30 00 1 3268.366
2015 08 18 07 45 00 1 3268.439
2015 08 18 08 00 00 1 3268.507
2015 08 18 08 15 00 1 3268.569
2015 08 18 08 30 00 1 3268.628
2015 08 18 08 45 00 1 3268.674
2015 08 18 09 00 00 1 3268.715
2015 08 18 09 15 00 1 3268.744
2015 08 18 09 30 00 1 3268.765
2015 08 18 09 45 00 1 3268.777
2015 08 18 10 00 00 1 3268.775
2015 08 18 10 15 00 1 3268.763
2015 08 18 10 30 00 1 3268.741
2015 08 18 10 45 00 1 3268.705
2015 08 18 11 00 00 1 3268.662
2015 08 18 11 15 00 1 3268.610
2015 08 18 11 30 00 1 3268.548
2015 08 18 11 45 00 1 3268.478
2015 08 18 12 00 00 1 3268.399
2015 08 18 12 15 00 1 3268.319
2015 08 18 12 30 00 1 3268.232
2015 08 18 12 45 00 1 3268.139
2015 08 18 13 00 00 1 3268.046
2015 08 18 13 15 00 1 3267.955
2015 08 18 13 30 00 1 3267.864
2015 08 18 13 45 00 1 3267.775
2015 08 18 14 00 00 1 3267.692
2015 08 18 14 15 00 1 3267.611
2015 08 18 14 30 00 1 3267.538
2015 08 18 14 45 00 1 3267.471
2015 08 18 15 00 00 1 3267.416
2015 08 18 15 15 00 1 3267.371
2015 08 18 15 30 00 1 3267.336
2015 08 18 15 45 00 1 3267.310
2015 08 18 16 00 00 1 3267.301
2015 08 18 16 15 00 1 3267.300
2015 08 18 16 30 00 1 3267.314
2015 08 18 16 45 00 1 3267.338
2015 08 18 17 00 00 1 3267.374
2015 08 18 17 15 00 1 3267.420
2015 08 18 17 30 00 1 3267.474
2015 08 18 17 45 00 1 3267.543
2015 08 18 18 00 00 1 3267.617
2015 08 18 18 15 00 1 3267.696
2015 08 18 18 30 00 1 3267.778
2015 08 18 18 45 00 1 3267.870
2015 08 18 19 00 00 1 3267.966
2015 08 18 19 15 00 1 3268.063
2015 08 18 19 30 00 1 3268.158
2015 08 18 19 45 00 1 3268.250
2015 08 18 20 00 00 1 3268.341
2015 08 18 20 15 00 1 3268.430
2015 08 18 20 30 00 1 3268.514
2015 08 18 20 45 00 1 3268.588
2015 08 18 21 00 00 1 3268.655
2015 08 18 21 15 00 1 3268.712
2015 08 18 21 30 00 1 3268.764
2015 08 18 21 45 00 1 3268.802
2015 08 18 22 00 00 1 3268.827
2015 08 18 22 15 00 1 3268.845
2015 08 18 22 30 00 1 3268.849
2015 08 18 22 45 00 1 3268.842
2015 08 18 23 00 00 1 3268.820
