t,v,s,f,q
2014-04-01 00:00,0.928,0.027,"0,0,0,0",v
2014-04-01 00:06,0.947,0.023,"0,0,0,0",v
2014-04-01 00:12,0.958,0.022,"0,0,0,0",v
2014-04-01 00:18,0.954,0.019,"0,0,0,0",v
2014-04-01 00:24,0.975,0.023,"0,0,0,0",v
2014-04-01 00:30,0.985,0.024,"0,0,0,0",v
2014-04-01 00:36,0.985,0.021,"0,0,0,0",v
2014-04-01 00:42,0.989,0.026,"0,0,0,0",v
2014-04-01 00:48,1.018,0.027,"0,0,0,0",v
2014-04-01 00:54,1.002,0.023,"0,0,0,0",v
2014-04-01 01:00,1.03,0.026,"0,0,0,0",v
2014-04-01 01:06,1.032,0.025,"0,0,0,0",v
2014-04-01 01:12,1.043,0.021,"0,0,0,0",v
2014-04-01 01:18,1.049,0.022,"0,0,0,0",v
2014-04-01 01:24,1.065,0.026,"0,0,0,0",v
2014-04-01 01:30,1.06,0.027,"0,0,0,0",v
2014-04-01 01:36,1.087,0.024,"0,0,0,0",v
2014-04-01 01:42,1.074,0.031,"0,0,0,0",v
2014-04-01 01:48,1.104,0.031,"0,0,0,0",v
2014-04-01 01:54,1.102,0.025,"0,0,0,0",v
2014-04-01 02:00,1.115,0.02,"0,0,0,0",v
2014-04-01 02:06,1.123,0.031,"0,0,0,0",v
2014-04-01 02:12,1.132,0.03,"0,0,0,0",v
2014-04-01 02:18,1.149,0.026,"0,0,0,0",v
2014-04-01 02:24,1.143,0.025,"0,0,0,0",v
2014-04-01 02:30,1.17,0.029,"0,0,0,0",v
2014-04-01 02:36,1.158,0.031,"0,0,0,0",v
2014-04-01 02:42,1.186,0.029,"0,0,0,0",v
2014-04-01 02:48,1.168,0.028,"0,0,0,0",v
2014-04-01 02:54,1.2,0.035,"0,0,0,0",v
2014-04-01 03:00,1.192,0.033,"0,0,0,0",v
2014-04-01 03:06,1.206,0.029,"0,0,0,0",v
2014-04-01 03:12,1.226,0.034,"0,0,0,0",v
2014-04-01 03:18,1.219,0.024,"0,0,0,0",v
2014-04-01 03:24,1.223,0.029,"0,0,0,0",v
2014-04-01 03:30,1.243,0.035,"0,0,0,0",v
2014-04-01 03:36,1.233,0.031,"0,0,0,0",v
2014-04-01 03:42,1.249,0.033,"0,0,0,0",v
2014-04-01 03:48,1.243,0.037,"0,0,0,0",v
2014-04-01 03:54,1.25,0.031,"0,0,0,0",v
2014-04-01 04:00,1.254,0.031,"0,0,0,0",v
2014-04-01 04:06,1.251,0.039,"0,0,0,0",v
2014-04-01 04:12,1.261,0.03,"0,0,0,0",v
2014-04-01 04:18,1.26,0.028,"0,0,0,0",v
2014-04-01 04:24,1.266,0.029,"0,0,0,0",v
2014-04-01 04:30,1.272,0.033,"0,0,0,0",v
2014-04-01 04:36,1.27,0.033,"0,0,0,0",v
2014-04-01 04:42,1.274,0.029,"0,0,0,0",v
2014-04-01 04:48,1.267,0.029,"0,0,0,0",v
2014-04-01 04:54,1.255,0.026,"0,0,0,0",v
2014-04-01 05:00,1.27,0.038,"0,0,0,0",v
2014-04-01 05:06,1.251,0.029,"0,0,0,0",v
2014-04-01 05:12,1.262,0.031,"0,0,0,0",v
2014-04-01 05:18,1.243,0.027,"0,0,0,0",v
2014-04-01 05:24,1.253,0.028,"0,0,0,0",v
2014-04-01 05:30,1.237,0.031,"0,0,0,0",v
2014-04-01 05:36,1.237,0.032,"0,0,0,0",v
2014-04-01 05:42,1.236,0.03,"0,0,0,0",v
2014-04-01 05:48,1.223,0.031,"0,0,0,0",v
2014-04-01 05:54,1.216,0.03,"0,0,0,0",v
2014-04-01 06:00,1.202,0.037,"0,0,0,0",v
2014-04-01 06:06,1.213,0.03,"0,0,0,0",v
2014-04-01 06:12,1.206,0.028,"0,0,0,0",v
2014-04-01 06:18,1.195,0.033,"0,0,0,0",v
2014-04-01 06:24,1.193,0.036,"0,0,0,0",v
2014-04-01 06:30,1.183,0.025,"0,0,0,0",v
2014-04-01 06:36,1.174,0.031,"0,0,0,0",v
2014-04-01 06:42,1.168,0.03,"0,0,0,0",v
2014-04-01 06:48,1.166,0.033,"0,0,0,0",v
2014-04-01 06:54,1.153,0.028,"0,0,0,0",v
2014-04-01 07:00,1.142,0.036,"0,0,0,0",v
2014-04-01 07:06,1.144,0.029,"0,0,0,0",v
2014-04-01 07:12,1.136,0.029,"0,0,0,0",v
2014-04-01 07:18,1.119,0.027,"0,0,0,0",v
2014-04-01 07:24,1.119,0.03,"0,0,0,0",v
2014-04-01 07:30,1.117,0.027,"0,0,0,0",v
2014-04-01 07:36,1.091,0.026,"0,0,0,0",v
2014-04-01 07:42,1.1,0.029,"0,0,0,0",v
2014-04-01 07:48,1.077,0.032,"0,0,0,0",v
2014-04-01 07:54,1.088,0.023,"0,0,0,0",v
2014-04-01 08:00,1.06,0.031,"0,0,0,0",v
2014-04-01 08:06,1.06,0.029,"0,0,0,0",v
2014-04-01 08:12,1.037,0.028,"0,0,0,0",v
2014-04-01 08:18,1.048,0.025,"0,0,0,0",v
2014-04-01 08:24,1.031,0.024,"0,0,0,0",v
2014-04-01 08:30,1.041,0.023,"0,0,0,0",v
