t,v,s,f,q
2014-04-01 10:30,1.241,0.011,"0,0,0,0",v
2014-04-01 10:36,1.243,0.011,"0,0,0,0",v
2014-04-01 10:42,1.249,0.011,"0,0,0,0",v
2014-04-01 10:48,1.25,0.011,"0,0,0,0",v
2014-04-01 10:54,1.252,0.011,"0,0,0,0",v
2014-04-01 11:00,1.265,0.011,"0,0,0,0",v
2014-04-01 11:06,1.273,0.016,"0,0,0,0",v
2014-04-01 11:12,1.275,0.016,"0,0,0,0",v
2014-04-01 11:18,1.29,0.013,"0,0,0,0",v
2014-04-01 11:24,1.298,0.014,"0,0,0,0",v
2014-04-01 11:30,1.307,0.011,"0,0,0,0",v
2014-04-01 11:36,1.313,0.013,"0,0,0,0",v
2014-04-01 11:42,1.321,0.013,"0,0,0,0",v
2014-04-01 11:48,1.333,0.013,"0,0,0,0",v
2014-04-01 11:54,1.336,0.011,"0,0,0,0",v
2014-04-01 12:00,1.347,0.011,"0,0,0,0",v
2014-04-01 12:06,1.352,0.012,"0,0,0,0",v
2014-04-01 12:12,1.368,0.01,"0,0,0,0",v
2014-04-01 12:18,1.384,0.012,"0,0,0,0",v
2014-04-01 12:24,1.396,0.011,"0,0,0,0",v
2014-04-01 12:30,1.391,0.011,"0,0,0,0",v
2014-04-01 12:36,1.404,0.012,"0,0,0,0",v
2014-04-01 12:42,1.427,0.011,"0,0,0,0",v
2014-04-01 12:48,1.438,0.011,"0,0,0,0",v
2014-04-01 12:54,1.438,0.011,"0,0,0,0",v
2014-04-01 13:00,1.456,0.013,"0,0,0,0",v
2014-04-01 13:06,1.471,0.012,"0,0,0,0",v
2014-04-01 13:12,1.469,0.012,"0,0,0,0",v
2014-04-01 13:18,1.476,0.012,"0,0,0,0",v
2014-04-01 13:24,1.483,0.011,"0,0,0,0",v
2014-04-01 13:30,1.491,0.015,"0,0,0,0",v
2014-04-01 13:36,1.494,0.013,"0,0,0,0",v
2014-04-01 13:42,1.501,0.014,"0,0,0,0",v
2014-04-01 13:48,1.518,0.012,"0,0,0,0",v
2014-04-01 13:54,1.508,0.013,"0,0,0,0",v
2014-04-01 14:00,1.519,0.013,"0,0,0,0",v
2014-04-01 14:06,1.532,0.015,"0,0,0,0",v
2014-04-01 14:12,1.534,0.014,"0,0,0,0",v
2014-04-01 14:18,1.534,0.012,"0,0,0,0",v
2014-04-01 14:24,1.538,0.014,"0,0,0,0",v
2014-04-01 14:30,1.55,0.013,"0,0,0,0",v
2014-04-01 14:36,1.541,0.012,"0,0,0,0",v
2014-04-01 14:42,1.547,0.015,"0,0,0,0",v
2014-04-01 14:48,1.541,0.012,"0,0,0,0",v
2014-04-01 14:54,1.537,0.011,"0,0,0,0",v
2014-04-01 15:00,1.533,0.012,"0,0,0,0",v
2014-04-01 15:06,1.539,0.012,"0,0,0,0",v
2014-04-01 15:12,1.542,0.013,"0,0,0,0",v
2014-04-01 15:18,1.528,0.013,"0,0,0,0",v
2014-04-01 15:24,1.535,0.011,"0,0,0,0",v
2014-04-01 15:30,1.534,0.011,"0,0,0,0",v
2014-04-01 15:36,1.526,0.011,"0,0,0,0",v
2014-04-01 15:42,1.514,0.01,"0,0,0,0",v
2014-04-01 15:48,1.517,0.012,"0,0,0,0",v
2014-04-01 15:54,1.516,0.013,"0,0,0,0",v
2014-04-01 16:00,1.496,0.013,"0,0,0,0",v
2014-04-01 16:06,1.49,0.013,"0,0,0,0",v
2014-04-01 16:12,1.492,0.009,"0,0,0,0",v
2014-04-01 16:18,1.483,0.013,"0,0,0,0",v
2014-04-01 16:24,1.468,0.012,"0,0,0,0",v
2014-04-01 16:30,1.459,0.011,"0,0,0,0",v
2014-04-01 16:36,1.455,0.012,"0,0,0,0",v
2014-04-01 16:42,1.437,0.011,"0,0,0,0",v
2014-04-01 16:48,1.43,0.01,"0,0,0,0",v
2014-04-01 16:54,1.42,0.011,"0,0,0,0",v
2014-04-01 17:00,1.415,0.012,"0,0,0,0",v
2014-04-01 17:06,1.402,0.012,"0,0,0,0",v
2014-04-01 17:12,1.392,0.012,"0,0,0,0",v
2014-04-01 17:18,1.383,0.012,"0,0,0,0",v
2014-04-01 17:24,1.373,0.011,"0,0,0,0",v
2014-04-01 17:30,1.365,0.013,"0,0,0,0",v
2014-04-01 17:36,1.357,0.01,"0,0,0,0",v
2014-04-01 17:42,1.339,0.012,"0,0,0,0",v
2014-04-01 17:48,1.329,0.012,"0,0,0,0",v
2014-04-01 17:54,1.322,0.011,"0,0,0,0",v
2014-04-01 18:00,1.305,0.012,"0,0,0,0",v
2014-04-01 18:06,1.293,0.012,"0,0,0,0",v
2014-04-01 18:12,1.284,0.012,"0,0,0,0",v
2014-04-01 18:18,1.279,0.011,"0,0,0,0",v
2014-04-01 18:24,1.267,0.009,"0,0,0,0",v
2014-04-01 18:30,1.258,0.011,"0,0,0,0",v
2014-04-01 18:36,1.249,0.012,"0,0,0,0",v
2014-04-01 18:42,1.243,0.011,"0,0,0,0",v
2014-04-01 18:48,1.231,0.014,"0,0,0,0",v
2014-04-01 18:54,1.216,0.011,"0,0,0,0",v
2014-04-01 19:00,1.214,0.01,"0,0,0,0",v
2014-04-01 19:06,1.2,0.013,"0,0,0,0",v
2014-04-01 19:12,1.19,0.012,"0,0,0,0",v
2014-04-01 19:18,1.194,0.011,"0,0,0,0",v
2014-04-01 19:24,1.185,0.012,"0,0,0,0",v
2014-04-01 19:30,1.173,0.012,"0,0,0,0",v
2014-04-01 19:36,1.168,0.01,"0,0,0,0",v
2014-04-01 19:42,1.153,0.011,"0,0,0,0",v
2014-04-01 19:48,1.146,0.013,"0,0,0,0",v
2014-04-01 19:54,1.139,0.011,"0,0,0,0",v
2014-04-01 20:00,1.136,0.01,"0,0,0,0",v
2014-04-01 20:06,1.137,0.012,"0,0,0,0",v
2014-04-01 20:12,1.13,0.01,"0,0,0,0",v
2014-04-01 20:18,1.12,0.01,"0,0,0,0",v
2014-04-01 20:24,1.118,0.009,"0,0,0,0",v
2014-04-01 20:30,1.11,0.011,"0,0,0,0",v
2014-04-01 20:36,1.111,0.01,"0,0,0,0",v
2014-04-01 20:42,1.111,0.013,"0,0,0,0",v
2014-04-01 20:48,1.109,0.012,"0,0,0,0",v
2014-04-01 20:54,1.119,0.01,"0,0,0,0",v
2014-04-01 21:00,1.119,0.009,"0,0,0,0",v
2014-04-01 21:06,1.125,0.012,"0,0,0,0",v
2014-04-01 21:12,1.121,0.013,"0,0,0,0",v
2014-04-01 21:18,1.123,0.01,"0,0,0,0",v
2014-04-01 21:24,1.123,0.012,"0,0,0,0",v
2014-04-01 21:30,1.134,0.009,"0,0,0,0",v
2014-04-01 21:36,1.136,0.011,"0,0,0,0",v
2014-04-01 21:42,1.146,0.01,"0,0,0,0",v
2014-04-01 21:48,1.155,0.01,"0,0,0,0",v
2014-04-01 21:54,1.168,0.01,"0,0,0,0",v
2014-04-01 22:00,1.171,0.011,"0,0,0,0",v
2014-04-01 22:06,1.177,0.01,"0,0,0,0",v
2014-04-01 22:12,1.189,0.013,"0,0,0,0",v
2014-04-01 22:18,1.198,0.011,"0,0,0,0",v
2014-04-01 22:24,1.201,0.012,"0,0,0,0",v
2014-04-01 22:30,1.214,0.011,"0,0,0,0",v
2014-04-01 22:36,1.223,0.01,"0,0,0,0",v
2014-04-01 22:42,1.227,0.012,"0,0,0,0",v
2014-04-01 22:48,1.239,0.01,"0,0,0,0",v
2014-04-01 22:54,1.25,0.01,"0,0,0,0",v
2014-04-01 23:00,1.266,0.009,"0,0,0,0",v
2014-04-01 23:06,1.276,0.011,"0,0,0,0",v
2014-04-01 23:12,1.282,0.011,"0,0,0,0",v
2014-04-01 23:18,1.304,0.012,"0,0,0,0",v
2014-04-01 23:24,1.323,0.01,"0,0,0,0",v
2014-04-01 23:30,1.327,0.012,"0,0,0,0",v
2014-04-01 23:36,1.343,0.012,"0,0,0,0",v
2014-04-01 23:42,1.36,0.011,"0,0,0,0",v
2014-04-01 23:48,1.377,0.012,"0,0,0,0",v
2014-04-01 23:54,1.396,0.015,"0,0,0,0",v
2014-04-02 00:00,1.421,0.016,"0,0,0,0",v
2014-04-02 00:06,1.419,0.014,"0,0,0,0",v
2014-04-02 00:12,1.434,0.012,"0,0,0,0",v
2014-04-02 00:18,1.454,0.011,"0,0,0,0",v
2014-04-02 00:24,1.467,0.011,"0,0,0,0",v
2014-04-02 00:30,1.481,0.013,"0,0,0,0",v
2014-04-02 00:36,1.499,0.013,"0,0,0,0",v
2014-04-02 00:42,1.515,0.014,"0,0,0,0",v
2014-04-02 00:48,1.527,0.012,"0,0,0,0",v
2014-04-02 00:54,1.545,0.012,"0,0,0,0",v
2014-04-02 01:00,1.556,0.011,"0,0,0,0",v
2014-04-02 01:06,1.57,0.012,"0,0,0,0",v
2014-04-02 01:12,1.584,0.014,"0,0,0,0",v
2014-04-02 01:18,1.602,0.017,"0,0,0,0",v
2014-04-02 01:24,1.597,0.015,"0,0,0,0",v
2014-04-02 01:30,1.61,0.016,"0,0,0,0",v
2014-04-02 01:36,1.636,0.017,"0,0,0,0",v
2014-04-02 01:42,1.636,0.014,"0,0,0,0",v
2014-04-02 01:48,1.649,0.013,"0,0,0,0",v
2014-04-02 01:54,1.659,0.017,"0,0,0,0",v
2014-04-02 02:00,1.674,0.016,"0,0,0,0",v
2014-04-02 02:06,1.673,0.013,"0,0,0,0",v
2014-04-02 02:12,1.685,0.015,"0,0,0,0",v
2014-04-02 02:18,1.701,0.017,"0,0,0,0",v
2014-04-02 02:24,1.704,0.014,"0,0,0,0",v
2014-04-02 02:30,1.703,0.015,"0,0,0,0",v
2014-04-02 02:36,1.721,0.012,"0,0,0,0",v
2014-04-02 02:42,1.731,0.014,"0,0,0,0",v
2014-04-02 02:48,1.732,0.015,"0,0,0,0",v
2014-04-02 02:54,1.735,0.012,"0,0,0,0",v
2014-04-02 03:00,1.742,0.013,"0,0,0,0",v
2014-04-02 03:06,1.739,0.013,"0,0,0,0",v
2014-04-02 03:12,1.731,0.015,"0,0,0,0",v
2014-04-02 03:18,1.742,0.021,"0,0,0,0",v
2014-04-02 03:24,1.752,0.015,"0,0,0,0",v
2014-04-02 03:30,1.75,0.017,"0,0,0,0",v
2014-04-02 03:36,1.764,0.013,"0,0,0,0",v
2014-04-02 03:42,1.762,0.017,"0,0,0,0",v
2014-04-02 03:48,1.762,0.018,"0,0,0,0",v
2014-04-02 03:54,1.753,0.016,"0,0,0,0",v
2014-04-02 04:00,1.755,0.015,"0,0,0,0",v
2014-04-02 04:06,1.764,0.014,"0,0,0,0",v
2014-04-02 04:12,1.747,0.015,"0,0,0,0",v
2014-04-02 04:18,1.755,0.015,"0,0,0,0",v
2014-04-02 04:24,1.755,0.017,"0,0,0,0",v
2014-04-02 04:30,1.735,0.013,"0,0,0,0",v
2014-04-02 04:36,1.744,0.012,"0,0,0,0",v
2014-04-02 04:42,1.748,0.013,"0,0,0,0",v
2014-04-02 04:48,1.742,0.013,"0,0,0,0",v
2014-04-02 04:54,1.735,0.018,"0,0,0,0",v
2014-04-02 05:00,1.739,0.015,"0,0,0,0",v
2014-04-02 05:06,1.731,0.013,"0,0,0,0",v
2014-04-02 05:12,1.718,0.013,"0,0,0,0",v
2014-04-02 05:18,1.705,0.013,"0,0,0,0",v
2014-04-02 05:24,1.701,0.015,"0,0,0,0",v
2014-04-02 05:30,1.685,0.015,"0,0,0,0",v
2014-04-02 05:36,1.684,0.016,"0,0,0,0",v
2014-04-02 05:42,1.68,0.014,"0,0,0,0",v
2014-04-02 05:48,1.66,0.015,"0,0,0,0",v
2014-04-02 05:54,1.649,0.012,"0,0,0,0",v
2014-04-02 06:00,1.638,0.012,"0,0,0,0",v
2014-04-02 06:06,1.62,0.015,"0,0,0,0",v
2014-04-02 06:12,1.6,0.013,"0,0,0,0",v
2014-04-02 06:18,1.592,0.015,"0,0,0,0",v
2014-04-02 06:24,1.575,0.013,"0,0,0,0",v
2014-04-02 06:30,1.555,0.012,"0,0,0,0",v
2014-04-02 06:36,1.554,0.014,"0,0,0,0",v
2014-04-02 06:42,1.534,0.017,"0,0,0,0",v
2014-04-02 06:48,1.515,0.013,"0,0,0,0",v
2014-04-02 06:54,1.495,0.012,"0,0,0,0",v
2014-04-02 07:00,1.479,0.012,"0,0,0,0",v
2014-04-02 07:06,1.475,0.014,"0,0,0,0",v
2014-04-02 07:12,1.459,0.016,"0,0,0,0",v
2014-04-02 07:18,1.445,0.012,"0,0,0,0",v
2014-04-02 07:24,1.429,0.012,"0,0,0,0",v
2014-04-02 07:30,1.423,0.013,"0,0,0,0",v
2014-04-02 07:36,1.416,0.011,"0,0,0,0",v
2014-04-02 07:42,1.393,0.013,"0,0,0,0",v
2014-04-02 07:48,1.382,0.013,"0,0,0,0",v
2014-04-02 07:54,1.379,0.012,"0,0,0,0",v
2014-04-02 08:00,1.366,0.0,"0,0,0,0",v
2014-04-02 08:06,1.345,0.015,"0,0,0,0",v
2014-04-02 08:12,1.34,0.018,"0,0,0,0",v
2014-04-02 08:18,1.33,0.0,"0,0,0,0",v
2014-04-02 08:24,1.314,0.013,"0,0,0,0",v
2014-04-02 08:30,1.308,0.013,"0,0,0,0",v
2014-04-02 08:36,1.305,0.012,"0,0,0,0",v
2014-04-02 08:42,1.295,0.012,"0,0,0,0",v
2014-04-02 08:48,1.287,0.014,"0,0,0,0",v
2014-04-02 08:54,1.276,0.013,"0,0,0,0",v
2014-04-02 09:00,1.274,0.014,"0,0,0,0",v
2014-04-02 09:06,1.273,0.013,"0,0,0,0",v
2014-04-02 09:12,1.262,0.013,"0,0,0,0",v
2014-04-02 09:18,1.265,0.013,"0,0,0,0",v
2014-04-02 09:24,1.265,0.016,"0,0,0,0",v
2014-04-02 09:30,1.263,0.015,"0,0,0,0",v
2014-04-02 09:36,1.255,0.016,"0,0,0,0",v
2014-04-02 09:42,1.247,0.012,"0,0,0,0",v
2014-04-02 09:48,1.252,0.013,"0,0,0,0",v
2014-04-02 09:54,1.243,0.011,"0,0,0,0",v
2014-04-02 10:00,1.245,0.012,"0,0,0,0",v
2014-04-02 10:06,1.256,0.013,"0,0,0,0",v
2014-04-02 10:12,1.248,0.012,"0,0,0,0",v
2014-04-02 10:18,1.245,0.012,"0,0,0,0",v
2014-04-02 10:24,1.247,0.013,"0,0,0,0",v
2014-04-02 10:30,1.24,0.015,"0,0,0,0",v
2014-04-02 10:36,1.235,0.015,"0,0,0,0",v
2014-04-02 10:42,1.242,0.012,"0,0,0,0",v
2014-04-02 10:48,1.245,0.011,"0,0,0,0",v
2014-04-02 10:54,1.239,0.013,"0,0,0,0",v
2014-04-02 11:00,1.239,0.01,"0,0,0,0",v
2014-04-02 11:06,1.25,0.012,"0,0,0,0",v
2014-04-02 11:12,1.248,0.012,"0,0,0,0",v
2014-04-02 11:18,1.247,0.013,"0,0,0,0",v
2014-04-02 11:24,1.247,0.012,"0,0,0,0",v
2014-04-02 11:30,1.257,0.012,"0,0,0,0",v
2014-04-02 11:36,1.262,0.011,"0,0,0,0",v
2014-04-02 11:42,1.261,0.011,"0,0,0,0",v
2014-04-02 11:48,1.267,0.011,"0,0,0,0",v
2014-04-02 11:54,1.278,0.014,"0,0,0,0",v
2014-04-02 12:00,1.288,0.01,"0,0,0,0",v
2014-04-02 12:06,1.292,0.012,"0,0,0,0",v
2014-04-02 12:12,1.301,0.012,"0,0,0,0",v
2014-04-02 12:18,1.303,0.014,"0,0,0,0",v
2014-04-02 12:24,1.308,0.01,"0,0,0,0",v
2014-04-02 12:30,1.317,0.012,"0,0,0,0",v
2014-04-02 12:36,1.325,0.011,"0,0,0,0",v
2014-04-02 12:42,1.333,0.012,"0,0,0,0",v
2014-04-02 12:48,1.334,0.011,"0,0,0,0",v
2014-04-02 12:54,1.35,0.013,"0,0,0,0",v
2014-04-02 13:00,1.356,0.012,"0,0,0,0",v
2014-04-02 13:06,1.365,0.011,"0,0,0,0",v
2014-04-02 13:12,1.369,0.011,"0,0,0,0",v
2014-04-02 13:18,1.375,0.01,"0,0,0,0",v
2014-04-02 13:24,1.381,0.01,"0,0,0,0",v
2014-04-02 13:30,1.383,0.013,"0,0,0,0",v
2014-04-02 13:36,1.399,0.014,"0,0,0,0",v
2014-04-02 13:42,1.402,0.011,"0,0,0,0",v
2014-04-02 13:48,1.408,0.01,"0,0,0,0",v
2014-04-02 13:54,1.42,0.011,"0,0,0,0",v
2014-04-02 14:00,1.426,0.014,"0,0,0,0",v
2014-04-02 14:06,1.433,0.012,"0,0,0,0",v
2014-04-02 14:12,1.436,0.011,"0,0,0,0",v
2014-04-02 14:18,1.477,0.015,"0,0,0,0",v
2014-04-02 14:24,1.489,0.012,"0,0,0,0",v
2014-04-02 14:30,1.427,0.013,"0,0,0,0",v
2014-04-02 14:36,1.456,0.014,"0,0,0,0",v
2014-04-02 14:42,1.508,0.014,"0,0,0,0",v
2014-04-02 14:48,1.478,0.016,"0,0,0,0",v
2014-04-02 14:54,1.483,0.013,"0,0,0,0",v
2014-04-02 15:00,1.474,0.011,"0,0,0,0",v
2014-04-02 15:06,1.501,0.014,"0,0,0,0",v
2014-04-02 15:12,1.495,0.017,"0,0,0,0",v
2014-04-02 15:18,1.523,0.017,"0,0,0,0",v
2014-04-02 15:24,1.492,0.018,"0,0,0,0",v
2014-04-02 15:30,1.488,0.014,"0,0,0,0",v
2014-04-02 15:36,1.511,0.016,"0,0,0,0",v
2014-04-02 15:42,1.547,0.016,"0,0,0,0",v
2014-04-02 15:48,1.519,0.017,"0,0,0,0",v
2014-04-02 15:54,1.485,0.012,"0,0,0,0",v
2014-04-02 16:00,1.506,0.015,"0,0,0,0",v
2014-04-02 16:06,1.53,0.015,"0,0,0,0",v
2014-04-02 16:12,1.51,0.013,"0,0,0,0",v
2014-04-02 16:18,1.446,0.012,"0,0,0,0",v
2014-04-02 16:24,1.485,0.012,"0,0,0,0",v
2014-04-02 16:30,1.503,0.013,"0,0,0,0",v
2014-04-02 16:36,1.464,0.012,"0,0,0,0",v
2014-04-02 16:42,1.467,0.013,"0,0,0,0",v
2014-04-02 16:48,1.471,0.011,"0,0,0,0",v
2014-04-02 16:54,1.482,0.015,"0,0,0,0",v
2014-04-02 17:00,1.454,0.01,"0,0,0,0",v
2014-04-02 17:06,1.413,0.016,"0,0,0,0",v
2014-04-02 17:12,1.423,0.015,"0,0,0,0",v
2014-04-02 17:18,1.447,0.012,"0,0,0,0",v
2014-04-02 17:24,1.433,0.014,"0,0,0,0",v
2014-04-02 17:30,1.369,0.012,"0,0,0,0",v
2014-04-02 17:36,1.408,0.014,"0,0,0,0",v
2014-04-02 17:42,1.376,0.011,"0,0,0,0",v
2014-04-02 17:48,1.418,0.014,"0,0,0,0",v
2014-04-02 17:54,1.349,0.013,"0,0,0,0",v
2014-04-02 18:00,1.353,0.012,"0,0,0,0",v
2014-04-02 18:06,1.337,0.014,"0,0,0,0",v
2014-04-02 18:12,1.361,0.016,"0,0,0,0",v
2014-04-02 18:18,1.335,0.013,"0,0,0,0",v
2014-04-02 18:24,1.317,0.011,"0,0,0,0",v
2014-04-02 18:30,1.314,0.013,"0,0,0,0",v
2014-04-02 18:36,1.318,0.018,"0,0,0,0",v
2014-04-02 18:42,1.283,0.011,"0,0,0,0",v
2014-04-02 18:48,1.293,0.013,"0,0,0,0",v
2014-04-02 18:54,1.316,0.014,"0,0,0,0",v
2014-04-02 19:00,1.229,0.016,"0,0,0,0",v
2014-04-02 19:06,1.211,0.016,"0,0,0,0",v
2014-04-02 19:12,1.295,0.018,"0,0,0,0",v
2014-04-02 19:18,1.229,0.013,"0,0,1,0",v
2014-04-02 19:24,1.234,0.015,"0,0,0,0",v
2014-04-02 19:30,1.22,0.014,"0,0,0,0",v
2014-04-02 19:36,1.236,0.013,"0,0,0,0",v
2014-04-02 19:42,1.222,0.014,"0,0,0,0",v
2014-04-02 19:48,1.165,0.011,"0,0,0,0",v
2014-04-02 19:54,1.226,0.012,"0,0,0,0",v
2014-04-02 20:00,1.172,0.021,"0,0,0,0",v
2014-04-02 20:06,1.162,0.016,"0,0,0,0",v
2014-04-02 20:12,1.177,0.013,"0,0,0,0",v
2014-04-02 20:18,1.165,0.012,"0,0,0,0",v
2014-04-02 20:24,1.163,0.014,"0,0,0,0",v
2014-04-02 20:30,1.217,0.013,"0,0,0,0",v
2014-04-02 20:36,1.146,0.012,"0,0,0,0",v
2014-04-02 20:42,1.133,0.012,"0,0,0,0",v
2014-04-02 20:48,1.174,0.011,"0,0,0,0",v
2014-04-02 20:54,1.161,0.011,"0,0,0,0",v
2014-04-02 21:00,1.131,0.011,"0,0,0,0",v
2014-04-02 21:06,1.17,0.012,"0,0,0,0",v
2014-04-02 21:12,1.122,0.011,"0,0,0,0",v
2014-04-02 21:18,1.168,0.009,"0,0,0,0",v
2014-04-02 21:24,1.174,0.013,"0,0,0,0",v
2014-04-02 21:30,1.134,0.017,"0,0,0,0",v
2014-04-02 21:36,1.138,0.014,"0,0,0,0",v
2014-04-02 21:42,1.163,0.009,"0,0,0,0",v
2014-04-02 21:48,1.153,0.014,"0,0,0,0",v
2014-04-02 21:54,1.145,0.012,"0,0,0,0",v
2014-04-02 22:00,1.152,0.011,"0,0,0,0",v
2014-04-02 22:06,1.15,0.012,"0,0,0,0",v
2014-04-02 22:12,1.141,0.01,"0,0,0,0",v
2014-04-02 22:18,1.193,0.012,"0,0,0,0",v
2014-04-02 22:24,1.166,0.012,"0,0,0,0",v
