t,v,s,f,q
2014-04-01 00:00,1.808,0.036,"0,0,0,0",v
2014-04-01 00:06,1.813,0.038,"0,0,0,0",v
2014-04-01 00:12,1.836,0.041,"0,0,0,0",v
2014-04-01 00:18,1.857,0.043,"0,0,0,0",v
2014-04-01 00:24,1.878,0.034,"0,0,0,0",v
2014-04-01 00:30,1.874,0.036,"0,0,0,0",v
2014-04-01 00:36,1.879,0.038,"0,0,0,0",v
2014-04-01 00:42,1.888,0.033,"0,0,0,0",v
2014-04-01 00:48,1.947,0.03,"0,0,0,0",v
2014-04-01 00:54,1.933,0.039,"0,0,0,0",v
2014-04-01 01:00,1.928,0.037,"0,0,0,0",v
2014-04-01 01:06,1.937,0.045,"0,0,0,0",v
2014-04-01 01:12,1.927,0.037,"0,0,0,0",v
2014-04-01 01:18,1.967,0.036,"0,0,0,0",v
2014-04-01 01:24,1.984,0.034,"0,0,0,0",v
2014-04-01 01:30,1.959,0.036,"0,0,0,0",v
2014-04-01 01:36,1.958,0.036,"0,0,0,0",v
2014-04-01 01:42,1.974,0.038,"0,0,0,0",v
2014-04-01 01:48,1.997,0.032,"0,0,0,0",v
2014-04-01 01:54,1.974,0.04,"0,0,0,0",v
2014-04-01 02:00,1.983,0.039,"0,0,0,0",v
2014-04-01 02:06,1.981,0.036,"0,0,0,0",v
2014-04-01 02:12,1.972,0.043,"0,0,0,0",v
2014-04-01 02:18,1.975,0.035,"0,0,0,0",v
2014-04-01 02:24,1.974,0.037,"0,0,0,0",v
2014-04-01 02:30,1.953,0.035,"0,0,0,0",v
2014-04-01 02:36,1.97,0.035,"0,0,0,0",v
2014-04-01 02:42,1.956,0.032,"0,0,0,0",v
2014-04-01 02:48,1.975,0.033,"0,0,0,0",v
2014-04-01 02:54,1.935,0.042,"0,0,0,0",v
2014-04-01 03:00,1.922,0.035,"0,0,0,0",v
2014-04-01 03:06,1.92,0.03,"0,0,0,0",v
2014-04-01 03:12,1.923,0.034,"0,0,0,0",v
2014-04-01 03:18,1.902,0.036,"0,0,0,0",v
2014-04-01 03:24,1.895,0.038,"0,0,0,0",v
2014-04-01 03:30,1.875,0.039,"0,0,0,0",v
2014-04-01 03:36,1.865,0.032,"0,0,0,0",v
2014-04-01 03:42,1.852,0.031,"0,0,0,0",v
2014-04-01 03:48,1.866,0.041,"0,0,0,0",v
2014-04-01 03:54,1.822,0.041,"0,0,0,0",v
2014-04-01 04:00,1.803,0.032,"0,0,0,0",v
2014-04-01 04:06,1.799,0.038,"0,0,0,0",v
