t,v,s,f,q
2010-02-27 00:00,1.14,0.041,"0,0,0,0",v
2010-02-27 00:06,1.143,0.0,"0,0,0,0",v
2010-02-27 00:12,1.144,0.04,"0,0,0,0",v
2010-02-27 00:18,1.15,0.038,"0,0,0,0",v
2010-02-27 00:24,1.144,0.037,"0,0,0,0",v
2010-02-27 00:30,1.142,0.036,"0,0,0,0",v
2010-02-27 00:36,1.165,0.038,"0,0,0,0",v
2010-02-27 00:42,1.138,0.037,"0,0,0,0",v
2010-02-27 00:48,1.149,0.031,"0,0,0,0",v
2010-02-27 00:54,1.144,0.039,"0,0,0,0",v
2010-02-27 01:00,1.138,0.034,"0,0,0,0",v
2010-02-27 01:06,1.133,0.038,"0,0,0,0",v
2010-02-27 01:12,1.137,0.0,"0,0,0,0",v
2010-02-27 01:18,1.147,0.036,"0,0,0,0",v
2010-02-27 01:24,1.133,0.035,"0,0,0,0",v
2010-02-27 01:30,1.144,0.031,"0,0,0,0",v
2010-02-27 01:36,1.134,0.034,"0,0,0,0",v
2010-02-27 01:42,1.129,0.028,"0,0,0,0",v
2010-02-27 01:48,1.129,0.036,"0,0,0,0",v
2010-02-27 01:54,1.126,0.036,"0,0,0,0",v
2010-02-27 02:00,1.121,0.032,"0,0,0,0",v
2010-02-27 02:06,1.108,0.0,"0,0,0,0",v
2010-02-27 02:12,1.128,0.033,"0,0,0,0",v
2010-02-27 02:18,1.091,0.034,"0,0,0,0",v
2010-02-27 02:24,1.115,0.027,"0,0,0,0",v
2010-02-27 02:30,1.096,0.03,"0,0,0,0",v
2010-02-27 02:36,1.099,0.038,"0,0,0,0",v
2010-02-27 02:42,1.083,0.03,"0,0,0,0",v
2010-02-27 02:48,1.082,0.035,"0,0,0,0",v
2010-02-27 02:54,1.082,0.03,"0,0,0,0",v
2010-02-27 03:00,1.059,0.0,"0,0,0,0",v
2010-02-27 03:06,1.068,0.035,"0,0,0,0",v
2010-02-27 03:12,1.036,0.027,"0,0,0,0",v
2010-02-27 03:18,1.079,0.033,"0,0,0,0",v
2010-02-27 03:24,1.018,0.028,"0,0,0,0",v
2010-02-27 03:30,1.058,0.029,"0,0,0,0",v
2010-02-27 03:36,1.02,0.027,"0,0,0,0",v
2010-02-27 03:42,1.033,0.03,"0,0,0,0",v
2010-02-27 03:48,1.02,0.028,"0,0,0,0",v
2010-02-27 03:54,1.019,0.028,"0,0,0,0",v
2010-02-27 04:00,1.0,0.029,"0,0,0,0",v
2010-02-27 04:06,0.991,0.029,"0,0,0,0",v
2010-02-27 04:12,0.994,0.03,"0,0,0,0",v
2010-02-27 04:18,0.983,0.0,"1,0,0,0",v
2010-02-27 04:24,0.972,0.0,"0,0,0,0",v
2010-02-27 04:30,0.968,0.025,"0,0,0,0",v
2010-02-27 04:36,0.957,0.029,"0,0,0,0",v
2010-02-27 04:42,0.936,0.029,"0,0,0,0",v
2010-02-27 04:48,0.964,0.022,"0,0,0,0",v
2010-02-27 04:54,0.929,0.024,"0,0,0,0",v
2010-02-27 05:00,0.931,0.022,"0,0,0,0",v
2010-02-27 05:06,0.9,0.026,"0,0,0,0",v
