#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2010 01 27 06 45 00 1 5836.418
2010 01 27 07 00 00 1 5836.358
2010 01 27 07 15 00 1 5836.300
2010 01 27 07 30 00 1 5836.249
2010 01 27 07 45 00 1 5836.198
2010 01 27 08 00 00 1 5836.150
2010 01 27 08 15 00 1 5836.105
2010 01 27 08 30 00 1 5836.067
2010 01 27 08 45 00 1 5836.031
2010 01 27 09 00 00 1 5836.003
2010 01 27 09 15 00 1 5835.981
2010 01 27 09 30 00 1 5835.965
2010 01 27 09 45 00 1 5835.956
2010 01 27 10 00 00 1 5835.953
2010 01 27 10 15 00 1 5835.956
2010 01 27 10 30 00 1 5835.970
2010 01 27 10 45 00 1 5835.988
2010 01 27 11 00 00 1 5836.013
2010 01 27 11 15 00 1 5836.041
2010 01 27 11 30 00 1 5836.078
2010 01 27 11 45 00 1 5836.119
2010 01 27 12 00 00 1 5836.162
2010 01 27 12 15 00 1 5836.212
2010 01 27 12 30 00 1 5836.264
2010 01 27 12 45 00 1 5836.316
2010 01 27 13 00 00 1 5836.366
2010 01 27 13 15 00 1 5836.419
2010 01 27 13 30 00 1 5836.470
2010 01 27 13 45 00 1 5836.523
2010 01 27 14 00 00 1 5836.571
2010 01 27 14 15 00 1 5836.618
2010 01 27 14 30 00 1 5836.661
2010 01 27 14 45 00 1 5836.698
2010 01 27 15 00 00 1 5836.732
2010 01 27 15 15 00 1 5836.758
2010 01 27 15 30 00 1 5836.779
2010 01 27 15 45 00 1 5836.794
2010 01 27 16 00 00 1 5836.804
2010 01 27 16 15 00 1 5836.806
2010 01 27 16 30 00 1 5836.802
2010 01 27 16 45 00 1 5836.790
2010 01 27 17 00 00 1 5836.776
2010 01 27 17 15 00 1 5836.756
2010 01 27 17 30 00 1 5836.731
2010 01 27 17 45 00 1 5836.698
2010 01 27 18 00 00 1 5836.664
2010 01 27 18 15 00 1 5836.624
2010 01 27 18 30 00 1 5836.583
2010 01 27 18 45 00 1 5836.532
2010 01 27 19 00 00 1 5836.483
2010 01 27 19 15 00 1 5836.432
2010 01 27 19 30 00 1 5836.384
2010 01 27 19 45 00 1 5836.334
2010 01 27 20 00 00 1 5836.285
