t,v,s,f,q
2009-09-29 00:00,1.715,0.011,"0,0,0,0",v
2009-09-29 00:06,1.699,0.01,"0,0,0,0",v
2009-09-29 00:12,1.695,0.012,"0,0,0,0",v
2009-09-29 00:18,1.682,0.012,"0,0,0,0",v
2009-09-29 00:24,1.671,0.01,"0,0,0,0",v
2009-09-29 00:30,1.656,0.011,"0,0,0,0",v
2009-09-29 00:36,1.646,0.011,"0,0,0,0",v
2009-09-29 00:42,1.639,0.011,"0,0,0,0",v
2009-09-29 00:48,1.631,0.011,"0,0,0,0",v
2009-09-29 00:54,1.619,0.011,"0,0,0,0",v
2009-09-29 01:00,1.605,0.01,"0,0,0,0",v
2009-09-29 01:06,1.587,0.01,"0,0,0,0",v
2009-09-29 01:12,1.584,0.009,"0,0,0,0",v
2009-09-29 01:18,1.585,0.011,"0,0,0,0",v
2009-09-29 01:24,1.579,0.012,"0,0,0,0",v
2009-09-29 01:30,1.576,0.012,"0,0,0,0",v
2009-09-29 01:36,1.566,0.01,"0,0,0,0",v
2009-09-29 01:42,1.566,0.013,"0,0,0,0",v
2009-09-29 01:48,1.554,0.01,"0,0,0,0",v
2009-09-29 01:54,1.555,0.01,"0,0,0,0",v
2009-09-29 02:00,1.546,0.011,"0,0,0,0",v
2009-09-29 02:06,1.539,0.011,"0,0,0,0",v
2009-09-29 02:12,1.533,0.01,"0,0,0,0",v
2009-09-29 02:18,1.521,0.009,"0,0,0,0",v
2009-09-29 02:24,1.504,0.01,"0,0,0,0",v
2009-09-29 02:30,1.495,0.011,"0,0,0,0",v
2009-09-29 02:36,1.481,0.01,"0,0,0,0",v
2009-09-29 02:42,1.477,0.011,"0,0,0,0",v
2009-09-29 02:48,1.473,0.011,"0,0,0,0",v
2009-09-29 02:54,1.46,0.01,"0,0,0,0",v
2009-09-29 03:00,1.463,0.011,"0,0,0,0",v
2009-09-29 03:06,1.45,0.012,"0,0,0,0",v
2009-09-29 03:12,1.434,0.009,"0,0,0,0",v
2009-09-29 03:18,1.433,0.011,"0,0,0,0",v
2009-09-29 03:24,1.424,0.013,"0,0,0,0",v
2009-09-29 03:30,1.407,0.01,"0,0,0,0",v
2009-09-29 03:36,1.407,0.009,"0,0,0,0",v
2009-09-29 03:42,1.396,0.011,"0,0,0,0",v
2009-09-29 03:48,1.392,0.011,"0,0,0,0",v
2009-09-29 03:54,1.378,0.012,"0,0,0,0",v
2009-09-29 04:00,1.369,0.012,"0,0,0,0",v
2009-09-29 04:06,1.363,0.01,"0,0,0,0",v
2009-09-29 04:12,1.348,0.012,"0,0,0,0",v
2009-09-29 04:18,1.353,0.011,"0,0,0,0",v
2009-09-29 04:24,1.335,0.013,"0,0,0,0",v
2009-09-29 04:30,1.322,0.015,"0,0,0,0",v
2009-09-29 04:36,1.32,0.014,"0,0,0,0",v
2009-09-29 04:42,1.325,0.01,"0,0,0,0",v
2009-09-29 04:48,1.316,0.01,"0,0,0,0",v
2009-09-29 04:54,1.302,0.012,"0,0,0,0",v
2009-09-29 05:00,1.311,0.009,"0,0,0,0",v
2009-09-29 05:06,1.315,0.009,"0,0,0,0",v
2009-09-29 05:12,1.3,0.01,"0,0,0,0",v
