t,v,s,f,q
2011-03-11 00:00,1.238,0.005,"0,0,0,0",v
2011-03-11 00:06,1.229,0.005,"0,0,0,0",v
2011-03-11 00:12,1.218,0.005,"0,0,0,0",v
2011-03-11 00:18,1.213,0.005,"0,0,0,0",v
2011-03-11 00:24,1.212,0.004,"0,0,0,0",v
2011-03-11 00:30,1.215,0.005,"0,0,0,0",v
2011-03-11 00:36,1.204,0.004,"0,0,0,0",v
2011-03-11 00:42,1.202,0.005,"0,0,0,0",v
2011-03-11 00:48,1.204,0.004,"0,0,0,0",v
2011-03-11 00:54,1.196,0.006,"0,0,0,0",v
2011-03-11 01:00,1.195,0.007,"0,0,0,0",v
2011-03-11 01:06,1.197,0.006,"0,0,0,0",v
2011-03-11 01:12,1.206,0.006,"0,0,0,0",v
2011-03-11 01:18,1.207,0.005,"0,0,0,0",v
2011-03-11 01:24,1.199,0.004,"0,0,0,0",v
2011-03-11 01:30,1.201,0.008,"0,0,0,0",v
2011-03-11 01:36,1.199,0.004,"0,0,0,0",v
2011-03-11 01:42,1.208,0.005,"0,0,0,0",v
2011-03-11 01:48,1.213,0.005,"0,0,0,0",v
2011-03-11 01:54,1.223,0.005,"0,0,0,0",v
2011-03-11 02:00,1.223,0.005,"0,0,0,0",v
2011-03-11 02:06,1.229,0.004,"0,0,0,0",v
2011-03-11 02:12,1.232,0.006,"0,0,0,0",v
2011-03-11 02:18,1.244,0.005,"0,0,0,0",v
2011-03-11 02:24,1.257,0.006,"0,0,0,0",v
2011-03-11 02:30,1.269,0.004,"0,0,0,0",v
2011-03-11 02:36,1.276,0.007,"0,0,0,0",v
2011-03-11 02:42,1.283,0.01,"0,0,0,0",v
2011-03-11 02:48,1.292,0.01,"0,0,0,0",v
2011-03-11 02:54,1.299,0.008,"0,0,0,0",v
2011-03-11 03:00,1.31,0.005,"0,0,0,0",v
2011-03-11 03:06,1.32,0.005,"0,0,0,0",v
2011-03-11 03:12,1.333,0.004,"0,0,0,0",v
2011-03-11 03:18,1.343,0.005,"0,0,0,0",v
2011-03-11 03:24,1.352,0.005,"0,0,0,0",v
2011-03-11 03:30,1.362,0.005,"0,0,0,0",v
2011-03-11 03:36,1.368,0.008,"0,0,0,0",v
2011-03-11 03:42,1.382,0.004,"0,0,0,0",v
2011-03-11 03:48,1.396,0.006,"0,0,0,0",v
2011-03-11 03:54,1.416,0.01,"0,0,0,0",v
2011-03-11 04:00,1.431,0.007,"0,0,0,0",v
