t,v,s,f,q
2011-03-11 00:00,1.157,0.011,"0,0,0,0",v
2011-03-11 00:06,1.165,0.01,"0,0,0,0",v
2011-03-11 00:12,1.171,0.012,"0,0,0,0",v
2011-03-11 00:18,1.171,0.01,"0,0,0,0",v
2011-03-11 00:24,1.17,0.009,"0,0,0,0",v
2011-03-11 00:30,1.185,0.011,"0,0,0,0",v
2011-03-11 00:36,1.191,0.011,"0,0,0,0",v
2011-03-11 00:42,1.191,0.012,"0,0,0,0",v
2011-03-11 00:48,1.197,0.016,"0,0,0,0",v
2011-03-11 00:54,1.211,0.015,"0,0,0,0",v
2011-03-11 01:00,1.211,0.018,"0,0,0,0",v
2011-03-11 01:06,1.214,0.015,"0,0,0,0",v
2011-03-11 01:12,1.219,0.015,"0,0,0,0",v
2011-03-11 01:18,1.224,0.013,"0,0,0,0",v
2011-03-11 01:24,1.224,0.013,"0,0,0,0",v
2011-03-11 01:30,1.241,0.016,"0,0,0,0",v
2011-03-11 01:36,1.249,0.013,"0,0,0,0",v
2011-03-11 01:42,1.252,0.012,"0,0,0,0",v
2011-03-11 01:48,1.257,0.015,"0,0,0,0",v
2011-03-11 01:54,1.272,0.015,"0,0,0,0",v
2011-03-11 02:00,1.286,0.015,"0,0,0,0",v
2011-03-11 02:06,1.294,0.013,"0,0,0,0",v
2011-03-11 02:12,1.298,0.012,"0,0,0,0",v
2011-03-11 02:18,1.319,0.013,"0,0,0,0",v
2011-03-11 02:24,1.328,0.011,"0,0,0,0",v
2011-03-11 02:30,1.331,0.014,"0,0,0,0",v
2011-03-11 02:36,1.348,0.014,"0,0,0,0",v
2011-03-11 02:42,1.359,0.014,"0,0,0,0",v
2011-03-11 02:48,1.373,0.016,"0,0,0,0",v
2011-03-11 02:54,1.382,0.015,"0,0,0,0",v
2011-03-11 03:00,1.388,0.017,"0,0,0,0",v
2011-03-11 03:06,1.393,0.017,"0,0,0,0",v
2011-03-11 03:12,1.405,0.019,"0,0,0,0",v
2011-03-11 03:18,1.415,0.017,"0,0,0,0",v
2011-03-11 03:24,1.419,0.018,"0,0,0,0",v
2011-03-11 03:30,1.437,0.017,"0,0,0,0",v
2011-03-11 03:36,1.436,0.017,"0,0,0,0",v
2011-03-11 03:42,1.449,0.018,"0,0,0,0",v
2011-03-11 03:48,1.466,0.016,"0,0,0,0",v
2011-03-11 03:54,1.465,0.021,"0,0,0,0",v
2011-03-11 04:00,1.464,0.014,"0,0,0,0",v
2011-03-11 04:06,1.478,0.015,"0,0,0,0",v
2011-03-11 04:12,1.487,0.014,"0,0,0,0",v
2011-03-11 04:18,1.489,0.016,"0,0,0,0",v
2011-03-11 04:24,1.501,0.017,"0,0,0,0",v
2011-03-11 04:30,1.503,0.017,"0,0,0,0",v
2011-03-11 04:36,1.503,0.015,"0,0,0,0",v
2011-03-11 04:42,1.511,0.015,"0,0,0,0",v
2011-03-11 04:48,1.519,0.017,"0,0,0,0",v
2011-03-11 04:54,1.526,0.019,"0,0,0,0",v
2011-03-11 05:00,1.527,0.016,"0,0,0,0",v
2011-03-11 05:06,1.541,0.018,"0,0,0,0",v
2011-03-11 05:12,1.546,0.016,"0,0,0,0",v
2011-03-11 05:18,1.557,0.014,"0,0,0,0",v
2011-03-11 05:24,1.554,0.017,"0,0,0,0",v
2011-03-11 05:30,1.557,0.014,"0,0,0,0",v
2011-03-11 05:36,1.563,0.015,"0,0,0,0",v
2011-03-11 05:42,1.563,0.015,"0,0,0,0",v
2011-03-11 05:48,1.563,0.015,"0,0,0,0",v
2011-03-11 05:54,1.569,0.016,"0,0,0,0",v
2011-03-11 06:00,1.579,0.014,"0,0,0,0",v
2011-03-11 06:06,1.573,0.018,"0,0,0,0",v
2011-03-11 06:12,1.577,0.013,"0,0,0,0",v
2011-03-11 06:18,1.578,0.015,"0,0,0,0",v
2011-03-11 06:24,1.583,0.014,"0,0,0,0",v
2011-03-11 06:30,1.567,0.014,"0,0,0,0",v
2011-03-11 06:36,1.589,0.018,"0,0,0,0",v
2011-03-11 06:42,1.601,0.017,"0,0,0,0",v
2011-03-11 06:48,1.575,0.019,"0,0,0,0",v
2011-03-11 06:54,1.577,0.02,"0,0,0,0",v
2011-03-11 07:00,1.592,0.015,"0,0,0,0",v
2011-03-11 07:06,1.587,0.015,"0,0,0,0",v
2011-03-11 07:12,1.571,0.013,"0,0,0,0",v
2011-03-11 07:18,1.589,0.013,"0,0,0,0",v
2011-03-11 07:24,1.592,0.014,"0,0,0,0",v
2011-03-11 07:30,1.572,0.013,"0,0,0,0",v
2011-03-11 07:36,1.576,0.014,"0,0,0,0",v
2011-03-11 07:42,1.565,0.013,"0,0,0,0",v
2011-03-11 07:48,1.571,0.013,"0,0,0,0",v
2011-03-11 07:54,1.553,0.013,"0,0,0,0",v
2011-03-11 08:00,1.566,0.012,"0,0,0,0",v
2011-03-11 08:06,1.561,0.014,"0,0,0,0",v
2011-03-11 08:12,1.546,0.013,"0,0,0,0",v
2011-03-11 08:18,1.551,0.015,"0,0,0,0",v
2011-03-11 08:24,1.547,0.016,"0,0,0,0",v
2011-03-11 08:30,1.534,0.015,"0,0,0,0",v
2011-03-11 08:36,1.52,0.015,"0,0,0,0",v
2011-03-11 08:42,1.527,0.017,"0,0,0,0",v
2011-03-11 08:48,1.511,0.014,"0,0,0,0",v
2011-03-11 08:54,1.497,0.013,"0,0,0,0",v
2011-03-11 09:00,1.503,0.016,"0,0,0,0",v
2011-03-11 09:06,1.493,0.013,"0,0,0,0",v
2011-03-11 09:12,1.487,0.013,"0,0,0,0",v
2011-03-11 09:18,1.475,0.015,"0,0,0,0",v
2011-03-11 09:24,1.48,0.013,"0,0,0,0",v
2011-03-11 09:30,1.465,0.014,"0,0,0,0",v
2011-03-11 09:36,1.444,0.014,"0,0,0,0",v
2011-03-11 09:42,1.449,0.016,"0,0,0,0",v
2011-03-11 09:48,1.452,0.015,"0,0,0,0",v
2011-03-11 09:54,1.441,0.018,"0,0,0,0",v
2011-03-11 10:00,1.426,0.018,"0,0,0,0",v
2011-03-11 10:06,1.429,0.018,"0,0,0,0",v
2011-03-11 10:12,1.421,0.018,"0,0,0,0",v
2011-03-11 10:18,1.416,0.017,"0,0,0,0",v
2011-03-11 10:24,1.4,0.017,"0,0,0,0",v
2011-03-11 10:30,1.404,0.014,"0,0,0,0",v
2011-03-11 10:36,1.402,0.016,"0,0,0,0",v
2011-03-11 10:42,1.389,0.017,"0,0,0,0",v
2011-03-11 10:48,1.377,0.017,"0,0,0,0",v
2011-03-11 10:54,1.386,0.017,"0,0,0,0",v
2011-03-11 11:00,1.387,0.013,"0,0,0,0",v
2011-03-11 11:06,1.368,0.021,"0,0,0,0",v
2011-03-11 11:12,1.366,0.022,"0,0,0,0",v
2011-03-11 11:18,1.366,0.02,"0,0,0,0",v
2011-03-11 11:24,1.356,0.018,"0,0,0,0",v
2011-03-11 11:30,1.348,0.014,"0,0,0,0",v
2011-03-11 11:36,1.347,0.012,"0,0,0,0",v
2011-03-11 11:42,1.34,0.014,"0,0,0,0",v
2011-03-11 11:48,1.332,0.015,"0,0,0,0",v
2011-03-11 11:54,1.322,0.013,"0,0,0,0",v
2011-03-11 12:00,1.33,0.015,"0,0,0,0",v
2011-03-11 12:06,1.314,0.016,"0,0,0,0",v
2011-03-11 12:12,1.317,0.018,"0,0,0,0",v
2011-03-11 12:18,1.313,0.017,"0,0,0,0",v
2011-03-11 12:24,1.302,0.02,"0,0,0,0",v
2011-03-11 12:30,1.295,0.018,"0,0,0,0",v
2011-03-11 12:36,1.3,0.018,"0,0,0,0",v
2011-03-11 12:42,1.29,0.018,"0,0,0,0",v
2011-03-11 12:48,1.279,0.017,"0,0,0,0",v
2011-03-11 12:54,1.309,0.015,"0,0,0,0",v
2011-03-11 13:00,1.278,0.016,"0,0,0,0",v
2011-03-11 13:06,1.275,0.014,"0,0,0,0",v
2011-03-11 13:12,1.266,0.017,"0,0,0,0",v
2011-03-11 13:18,1.293,0.018,"0,0,0,0",v
2011-03-11 13:24,1.565,0.071,"0,0,0,0",v
2011-03-11 13:30,1.966,0.034,"0,0,0,0",v
2011-03-11 13:36,1.371,0.058,"0,0,1,0",v
2011-03-11 13:42,0.983,0.097,"0,0,1,0",v
2011-03-11 13:48,0.864,0.124,"0,0,0,0",v
2011-03-11 13:54,0.759,0.173,"0,0,1,0",v
2011-03-11 14:00,1.266,0.134,"0,0,1,0",v
2011-03-11 14:06,1.095,0.041,"0,0,1,0",v
2011-03-11 14:12,1.888,0.021,"0,0,1,0",v
2011-03-11 14:18,1.692,0.047,"0,0,1,0",v
2011-03-11 14:24,1.408,0.107,"0,0,1,0",v
2011-03-11 14:30,1.001,0.026,"0,0,0,0",v
2011-03-11 14:36,0.982,0.031,"0,0,1,0",v
2011-03-11 14:42,0.717,0.039,"0,0,1,0",v
2011-03-11 14:48,1.49,0.062,"0,0,1,0",v
2011-03-11 14:54,1.236,0.108,"0,0,1,0",v
2011-03-11 15:00,1.446,0.075,"0,0,1,0",v
2011-03-11 15:06,1.701,0.048,"0,0,1,0",v
2011-03-11 15:12,1.115,0.079,"0,0,1,0",v
2011-03-11 15:18,1.098,0.017,"0,0,1,0",v
2011-03-11 15:24,0.874,0.035,"0,0,1,0",v
2011-03-11 15:30,0.881,0.019,"0,0,1,0",v
2011-03-11 15:36,1.665,0.076,"0,0,1,0",v
2011-03-11 15:42,1.802,0.047,"0,0,1,0",v
2011-03-11 15:48,1.389,0.109,"0,0,0,0",v
2011-03-11 15:54,1.325,0.04,"0,0,1,0",v
2011-03-11 16:00,0.891,0.027,"0,0,1,0",v
2011-03-11 16:06,1.023,0.06,"0,0,1,0",v
2011-03-11 16:12,1.294,0.1,"0,0,1,0",v
2011-03-11 16:18,1.281,0.082,"0,0,1,0",v
2011-03-11 16:24,1.542,0.04,"0,0,1,0",v
2011-03-11 16:30,1.528,0.022,"0,0,1,0",v
2011-03-11 16:36,1.461,0.034,"0,0,0,0",v
2011-03-11 16:42,0.964,0.15,"0,0,1,0",v
2011-03-11 16:48,0.9,0.094,"0,0,1,0",v
2011-03-11 16:54,0.896,0.023,"0,0,1,0",v
2011-03-11 17:00,1.382,0.044,"0,0,1,0",v
2011-03-11 17:06,1.694,0.027,"0,0,1,0",v
2011-03-11 17:12,1.76,0.029,"0,0,0,0",v
2011-03-11 17:18,1.295,0.017,"0,0,1,0",v
2011-03-11 17:24,1.164,0.022,"0,0,1,0",v
2011-03-11 17:30,1.393,0.07,"0,0,0,0",v
2011-03-11 17:36,0.92,0.026,"0,0,1,0",v
2011-03-11 17:42,1.097,0.053,"0,0,1,0",v
2011-03-11 17:48,1.197,0.117,"0,0,1,0",v
2011-03-11 17:54,1.731,0.039,"0,0,1,0",v
2011-03-11 18:00,1.833,0.019,"0,0,1,0",v
2011-03-11 18:06,1.009,0.101,"0,0,1,0",v
2011-03-11 18:12,0.903,0.036,"0,0,1,0",v
2011-03-11 18:18,0.969,0.037,"0,0,1,0",v
2011-03-11 18:24,1.243,0.047,"0,0,0,0",v
2011-03-11 18:30,1.564,0.15,"0,0,0,0",v
2011-03-11 18:36,1.523,0.068,"0,0,1,0",v
2011-03-11 18:42,1.573,0.06,"0,0,1,0",v
2011-03-11 18:48,1.2,0.051,"0,0,1,0",v
2011-03-11 18:54,1.081,0.041,"0,0,1,0",v
2011-03-11 19:00,0.908,0.048,"0,0,1,0",v
2011-03-11 19:06,1.216,0.052,"0,0,1,0",v
2011-03-11 19:12,1.28,0.07,"0,0,1,0",v
2011-03-11 19:18,1.424,0.048,"0,0,1,0",v
2011-03-11 19:24,1.544,0.028,"0,0,0,0",v
2011-03-11 19:30,1.222,0.04,"0,0,1,0",v
2011-03-11 19:36,1.393,0.06,"0,0,1,0",v
2011-03-11 19:42,1.222,0.025,"0,0,1,0",v
2011-03-11 19:48,1.08,0.037,"0,0,1,0",v
2011-03-11 19:54,1.275,0.026,"0,0,1,0",v
2011-03-11 20:00,1.071,0.03,"0,0,1,0",v
2011-03-11 20:06,1.207,0.051,"0,0,1,0",v
2011-03-11 20:12,1.494,0.064,"0,0,0,0",v
2011-03-11 20:18,1.336,0.086,"0,0,1,0",v
2011-03-11 20:24,1.002,0.017,"0,0,1,0",v
2011-03-11 20:30,1.303,0.051,"0,0,1,0",v
2011-03-11 20:36,1.414,0.032,"0,0,1,0",v
2011-03-11 20:42,1.267,0.062,"0,0,0,0",v
2011-03-11 20:48,1.141,0.046,"0,0,1,0",v
2011-03-11 20:54,1.183,0.024,"0,0,0,0",v
2011-03-11 21:00,1.191,0.066,"0,0,0,0",v
2011-03-11 21:06,1.13,0.052,"0,0,0,0",v
2011-03-11 21:12,1.111,0.044,"0,0,0,0",v
2011-03-11 21:18,1.167,0.042,"0,0,0,0",v
2011-03-11 21:24,1.221,0.027,"0,0,0,0",v
2011-03-11 21:30,1.26,0.041,"0,0,0,0",v
2011-03-11 21:36,1.368,0.034,"0,0,0,0",v
2011-03-11 21:42,1.316,0.054,"0,0,0,0",v
2011-03-11 21:48,0.849,0.025,"0,0,1,0",v
2011-03-11 21:54,1.135,0.039,"0,0,1,0",v
2011-03-11 22:00,1.239,0.028,"0,0,1,0",v
2011-03-11 22:06,1.165,0.064,"0,0,0,0",v
2011-03-11 22:12,0.994,0.02,"0,0,0,0",v
2011-03-11 22:18,1.142,0.061,"0,0,1,0",v
2011-03-11 22:24,1.406,0.023,"0,0,0,0",v
2011-03-11 22:30,1.195,0.087,"0,0,1,0",v
2011-03-11 22:36,1.015,0.044,"0,0,1,0",v
2011-03-11 22:42,1.211,0.022,"0,0,1,0",v
2011-03-11 22:48,1.201,0.046,"0,0,1,0",v
2011-03-11 22:54,0.972,0.034,"0,0,0,0",v
2011-03-11 23:00,1.14,0.023,"0,0,1,0",v
2011-03-11 23:06,1.05,0.02,"0,0,1,0",v
2011-03-11 23:12,1.169,0.015,"0,0,1,0",v
2011-03-11 23:18,1.34,0.018,"0,0,0,0",v
2011-03-11 23:24,1.121,0.029,"0,0,1,0",v
2011-03-11 23:30,1.512,0.045,"0,0,1,0",v
2011-03-11 23:36,1.087,0.046,"0,0,1,0",v
2011-03-11 23:42,0.914,0.036,"0,0,1,0",v
2011-03-11 23:48,0.985,0.073,"0,0,0,0",v
2011-03-11 23:54,1.278,0.066,"0,0,0,0",v
2011-03-12 00:00,0.904,0.036,"0,0,1,0",v
2011-03-12 00:06,1.224,0.021,"0,0,1,0",v
2011-03-12 00:12,1.16,0.078,"0,0,1,0",v
2011-03-12 00:18,1.351,0.088,"0,0,1,0",v
2011-03-12 00:24,1.199,0.078,"0,0,1,0",v
2011-03-12 00:30,1.02,0.072,"0,0,1,0",v
2011-03-12 00:36,1.031,0.046,"0,0,0,0",v
2011-03-12 00:42,1.267,0.016,"0,0,0,0",v
2011-03-12 00:48,1.384,0.034,"0,0,1,0",v
2011-03-12 00:54,1.083,0.031,"0,0,1,0",v
2011-03-12 01:00,1.231,0.051,"0,0,1,0",v
2011-03-12 01:06,1.35,0.048,"0,0,1,0",v
2011-03-12 01:12,0.963,0.02,"0,0,1,0",v
2011-03-12 01:18,0.942,0.018,"0,0,1,0",v
2011-03-12 01:24,1.352,0.071,"0,0,0,0",v
2011-03-12 01:30,1.291,0.032,"0,0,1,0",v
2011-03-12 01:36,1.473,0.026,"0,0,1,0",v
2011-03-12 01:42,1.173,0.016,"0,0,1,0",v
2011-03-12 01:48,1.229,0.053,"0,0,1,0",v
2011-03-12 01:54,1.126,0.015,"0,0,1,0",v
2011-03-12 02:00,1.129,0.016,"0,0,1,0",v
2011-03-12 02:06,1.145,0.012,"0,0,0,0",v
2011-03-12 02:12,1.273,0.047,"0,0,0,0",v
2011-03-12 02:18,1.397,0.031,"0,0,0,0",v
2011-03-12 02:24,1.49,0.018,"0,0,0,0",v
2011-03-12 02:30,1.053,0.053,"0,0,1,0",v
2011-03-12 02:36,1.31,0.022,"0,0,1,0",v
2011-03-12 02:42,1.082,0.048,"0,0,1,0",v
2011-03-12 02:48,1.2,0.032,"0,0,1,0",v
2011-03-12 02:54,1.439,0.052,"0,0,0,0",v
2011-03-12 03:00,1.405,0.016,"0,0,1,0",v
2011-03-12 03:06,1.275,0.026,"0,0,0,0",v
2011-03-12 03:12,1.359,0.013,"0,0,1,0",v
2011-03-12 03:18,1.173,0.022,"0,0,1,0",v
2011-03-12 03:24,1.292,0.031,"0,0,1,0",v
2011-03-12 03:30,1.394,0.069,"0,0,1,0",v
2011-03-12 03:36,1.37,0.069,"0,0,0,0",v
2011-03-12 03:42,1.373,0.038,"0,0,0,0",v
2011-03-12 03:48,1.448,0.058,"0,0,0,0",v
