t,v,s,f,q
2011-03-11 00:00,0.756,0.013,"0,0,0,0",v
2011-03-11 00:06,0.76,0.013,"0,0,0,0",v
2011-03-11 00:12,0.746,0.012,"0,0,0,0",v
2011-03-11 00:18,0.745,0.012,"0,0,0,0",v
2011-03-11 00:24,0.741,0.013,"0,0,0,0",v
2011-03-11 00:30,0.74,0.012,"0,0,0,0",v
2011-03-11 00:36,0.733,0.011,"0,0,0,0",v
2011-03-11 00:42,0.735,0.012,"0,0,0,0",v
2011-03-11 00:48,0.724,0.013,"0,0,0,0",v
2011-03-11 00:54,0.726,0.011,"0,0,0,0",v
2011-03-11 01:00,0.723,0.014,"0,0,0,0",v
2011-03-11 01:06,0.721,0.015,"0,0,0,0",v
2011-03-11 01:12,0.724,0.011,"0,0,0,0",v
2011-03-11 01:18,0.722,0.013,"0,0,0,0",v
2011-03-11 01:24,0.733,0.013,"0,0,0,0",v
2011-03-11 01:30,0.725,0.013,"0,0,0,0",v
2011-03-11 01:36,0.742,0.014,"0,0,0,0",v
2011-03-11 01:42,0.734,0.012,"0,0,0,0",v
2011-03-11 01:48,0.754,0.012,"0,0,0,0",v
2011-03-11 01:54,0.741,0.011,"0,0,0,0",v
2011-03-11 02:00,0.757,0.012,"0,0,0,0",v
2011-03-11 02:06,0.754,0.015,"0,0,0,0",v
2011-03-11 02:12,0.761,0.013,"0,0,0,0",v
2011-03-11 02:18,0.767,0.015,"0,0,0,1",v
2011-03-11 02:24,0.771,0.015,"0,0,0,1",v
2011-03-11 02:30,0.779,0.016,"0,0,0,1",v
2011-03-11 02:36,0.785,0.014,"0,0,0,1",v
2011-03-11 02:42,0.789,0.013,"0,0,0,1",v
2011-03-11 02:48,0.801,0.014,"0,0,0,1",v
2011-03-11 02:54,0.808,0.014,"0,0,0,1",v
2011-03-11 03:00,0.815,0.018,"0,0,0,1",v
2011-03-11 03:06,0.825,0.018,"0,0,0,1",v
2011-03-11 03:12,0.825,0.016,"0,0,0,1",v
2011-03-11 03:18,0.839,0.018,"0,0,0,1",v
2011-03-11 03:24,0.844,0.017,"0,0,0,1",v
2011-03-11 03:30,0.849,0.016,"0,0,0,1",v
2011-03-11 03:36,0.856,0.016,"0,0,0,1",v
2011-03-11 03:42,0.855,0.018,"0,0,0,1",v
2011-03-11 03:48,0.871,0.016,"0,0,0,1",v
2011-03-11 03:54,0.87,0.015,"0,0,0,1",v
2011-03-11 04:00,0.886,0.017,"0,0,0,1",v
2011-03-11 04:06,0.889,0.018,"0,0,0,1",v
